"modules","drugs","module_size","DEG_up","DEG_down","drug_module_genes","DE_up_drug","DE_down_drug","p_value","adjusted_pvalue"
"1","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-1d-up","132","4","1","9","0","0","0.000152276346505756","0.0131794341217509"
"1","Etoposide-100 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","12","1","1","1.26304011752376e-06","0.000552650220312061"
"1","Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","3","0","1","NA","NA"
"1","NN-Dimethylformamide-140 mg/kg in Saline-Rat-Spleen-0.25d-up","132","4","1","5","1","0","0.0423514897611777","0.882434744336073"
"1","Lead (II) Acetate-600 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","6","0","0","0.0195823718070124","0.470215732780579"
"1","Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","132","4","1","10","1","0","3.09079036785405e-05","0.00427071314688044"
"1","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","10","0","0","4.43995929179985e-05","0.00514251755620818"
"1","Doxifluridine-1230 mg/kg in CMC-Rat-Bone marrow-1d-up","132","4","1","11","0","1","1.99510564562979e-05","0.00327363584687088"
"1","Lead (II) Acetate-600 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","10","0","0","0.000156186856206657","0.0132271793492864"
"1","Leflunomide-30 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","132","4","1","13","0","0","6.35003952984644e-07","0.000357235080979075"
"1","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","7","1","0","0.0187921599227552","0.45822616579449"
"1","Lead (II) Acetate-600 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","10","1","0","8.6002734791089e-05","0.00846696924018272"
"1","Amikacin-20 mg/kg in Saline-Rat-Bone marrow-0.25d-up","132","4","1","11","1","0","3.0043950925991e-05","0.00422546709809117"
"1","Cyclosporin A-70 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","11","0","0","9.18572994018213e-06","0.00172254307163987"
"1","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-5d-up","132","4","1","9","0","1","0.000130491107568902","0.0116789541274167"
"1","Famciclovir-112 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","7","1","0","0.0064649541424164","0.213941087502822"
"1","Etoposide-188 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","132","4","1","8","1","0","0.000862560903221997","0.0475072005159192"
"1","Pralidoxime Chloride-48 mg/kg in Saline-Rat-Liver-5d-up","132","4","1","7","0","0","0.00265908535845044","0.116999755771819"
"1","Carmustine-16 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","10","0","1","1.2922483249888e-05","0.00226172173502485"
"1","Thioguanine-24 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","132","4","1","12","1","0","7.45874793463092e-06","0.0016784313923758"
"1","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","132","4","1","5","0","0","NA","NA"
"1","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","12","1","0","9.23875173041889e-07","0.00045477755392987"
"1","Azathioprine-20 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","11","0","0","2.6027762844971e-05","0.00386782377673569"
"1","N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","11","0","1","4.92084504598742e-05","0.00545867261721084"
"1","Etoposide-100 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","12","1","1","4.39033932564747e-06","0.00108057226652498"
"1","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","6","1","1","0.0100892570776068","0.310402299778247"
"1","Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","6","0","0","0.0418289414259119","0.88086829591038"
"1","Ifosfamide-17 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","8","1","0","0.000646989215737426","0.0380275153966266"
"1","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","132","4","1","6","0","0","0.0418289414259119","0.878519313787952"
"1","Bithionol-333 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","12","1","0","8.91947925947775e-06","0.00171341021091821"
"1","Leflunomide-30 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","11","1","0","3.96903158365554e-05","0.00504195044401146"
"1","Noscapine-570 mg/kg in CMC-Rat-Spleen-5d-up","132","4","1","10","0","1","0.000215152111669866","0.0161384574429702"
"1","Cyclosporin A-350 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","12","0","0","4.98947358180631e-06","0.00115579688030313"
"1","Mitomycin C-0.5 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","8","1","1","0.00138283996933071","0.066410046332004"
"1","Ifosfamide-17 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","9","0","0","0.000236641228170884","0.0169435119370353"
"1","Mitomycin C-1.7 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","7","0","1","0.00479774136811833","0.167942271179111"
"1","Cisplatin-2 mg/kg in Saline-Rat-Bone marrow-5d-up","132","4","1","12","1","0","3.85512586740226e-06","0.00112455449376519"
"1","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","12","1","0","4.07865905288248e-07","0.000321235187005024"
"1","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","132","4","1","10","1","0","0.000152276346505756","0.0130361794030363"
"1","1-Naphthyl Isothiocyanate-60 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","8","0","0","0.000979826432658439","0.0511067085007805"
"1","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","132","4","1","3","1","1","NA","NA"
"1","Carboplatin-14 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","6","0","0","NA","NA"
"1","Mitomycin C-1.7 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","8","0","0","0.00424595113618152","0.154819959021137"
"1","Famciclovir-1200 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","7","0","0","0.0187921599227552","0.455406312466524"
"1","Sodium Arsenite-30 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","11","0","0","8.6002734791089e-05","0.00836243875573602"
"1","Doxifluridine-1230 mg/kg in CMC-Rat-Bone marrow-3d-up","132","4","1","13","0","1","6.35003952984644e-07","0.00038471470259285"
"1","Famciclovir-1200 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","7","0","0","0.00354285550539803","0.142364948778137"
"1","1-Naphthyl Isothiocyanate-30 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","8","0","0","0.0010005567796967","0.0518446394532316"
"1","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","132","4","1","5","1","0","NA","NA"
"1","Penicillamine-852 mg/kg in Water-Rat-Bone marrow-3d-up","132","4","1","8","1","0","0.00531237789721336","0.182708682613329"
"1","Lead (II) Acetate-200 mg/kg in Saline-Rat-Spleen-0.25d-up","132","4","1","11","1","0","6.88234099323426e-05","0.00732504292739365"
"1","N-Nitrosodiethylamine-1.67 mg/kg in Saline-Rat-Spleen-0.25d-up","132","4","1","12","0","0","4.68152906159495e-06","0.00111732493603399"
"1","Acyclovir-980 mg/kg in Saline-Rat-Bone marrow-3d-up","132","4","1","11","1","0","7.05747946351233e-05","0.00731377740192409"
"1","Leflunomide-60 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","7","0","1","0.00549282195243941","0.185671526598338"
"1","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","132","4","1","9","1","0","0.000172678364347279","0.0141668208083247"
"1","Mitomycin C-1.7 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","5","0","1","0.0495048756081831","0.921750355295626"
"1","Leflunomide-60 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","10","1","0","4.30561843360956e-05","0.00513803799744074"
"1","Lead (II) Acetate-200 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","9","0","0","0.00138283996933071","0.0668174699291328"
"1","Lead(IV) Acetate-600 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","8","0","0","0.00678017789304171","0.221579589566791"
"1","Mitomycin C-0.5 mg/kg in Saline-Rat-Spleen-0.25d-up","132","4","1","8","0","0","0.00395306672052081","0.148258826146771"
"1","Cisplatin-2 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","10","1","1","1.25149453034517e-05","0.00224017520931785"
"1","Etoposide-188 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","6","1","1","0.0132439771843584","0.376568824202189"
"1","Carboplatin-6 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","6","0","0","0.0113150165383108","0.336290831153721"
"1","Doxorubicin-3 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","9","0","0","0.000773705168192366","0.0438395820480797"
"1","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-3d-up","132","4","1","8","0","1","0.000773705168192366","0.0435264421763077"
"1","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","132","4","1","12","1","0","4.25078192152816e-06","0.00111597194713186"
"1","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","11","0","0","9.95997975447009e-06","0.00182429768712108"
"1","N-Nitrosodiethylamine-1.67 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","9","0","0","0.00152357620579485","0.0714267035526203"
"1","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","132","4","1","10","0","0","3.86195913489125e-05","0.00498635904039402"
"1","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","12","1","0","3.37793107144929e-06","0.00102325327379749"
"1","Sulindac-132 mg/kg in Corn Oil-Rat-Heart-3d-up","132","4","1","4","0","0","NA","NA"
"1","Hydrocortisone-56 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","2","0","0","NA","NA"
"1","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","132","4","1","11","1","0","1.87805613152954e-05","0.00314714257275035"
"1","Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","9","1","0","0.000253903635743986","0.0178548663849967"
"1","Hydroxyurea-400 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","5","0","0","0.0461200081881033","0.899111842795797"
"1","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","10","0","1","2.67918721869472e-05","0.00390764417304438"
"1","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","4","0","0","NA","NA"
"1","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","11","0","0","2.75751474152056e-05","0.00394876110985744"
"1","Doxorubicin-3 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","9","1","0","0.000272199074817869","0.0188056132742591"
"1","Mitomycin C-0.5 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","8","0","0","0.00102163725975884","0.0519123552120042"
"1","Ibuprofen-263 mg/kg in Corn Oil-Rat-Liver-5d-up","132","4","1","1","0","0","NA","NA"
"1","Clobetasol Propionate-17 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","132","4","1","5","1","0","0.0495048756081831","0.926129216840973"
"1","Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","7","0","1","0.0149449278519509","0.393666393852726"
"1","Amikacin-82 mg/kg in Saline-Rat-Bone marrow-3d-up","132","4","1","6","1","0","NA","NA"
"1","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","132","4","1","7","0","0","0.00586748037577893","0.196647980594191"
"1","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","9","1","0","0.000919693788866938","0.0486141495376913"
"1","Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","5","1","0","NA","NA"
"1","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","132","4","1","10","0","0","0.000190598082316668","0.015163136326526"
"1","Vincristine-0.05 mg/kg in Saline-Rat-Bone marrow-3d-up","132","4","1","10","1","0","2.52824304408395e-05","0.00382931581061638"
"1","Cisplatin-2 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","8","1","0","0.000345545469493781","0.0223075091617461"
"1","Fluorouracil-29 mg/kg in CMC-Rat-Spleen-5d-up","132","4","1","9","0","1","0.000590245116893049","0.0352179586412853"
"1","Doxorubicin-0.65 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","5","0","0","NA","NA"
"1","Gentamicin-267 mg/kg in Corn Oil-Rat-Liver-1d-up","132","4","1","5","0","1","0.0461200081881033","0.901342889552114"
"1","Manganese (II) Chloride-700 mg/kg in Water-Rat-Liver-1d-up","132","4","1","4","0","1","NA","NA"
"1","Vincristine-0.05 mg/kg in Saline-Rat-Bone marrow-5d-up","132","4","1","12","1","0","4.25078192152816e-06","0.00107997285206309"
"1","Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","6","0","1","0.0118713105888372","0.346290526658079"
"1","Mitotane-5000 mg/kg in Water-Rat-Bone marrow-3d-up","132","4","1","8","1","0","0.00104307215578898","0.0523263458534652"
"1","Foscarnet-350 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","10","0","0","0.000364606609409674","0.0233466801277284"
"1","Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","12","0","1","1.5109836635816e-06","0.000540932151562211"
"1","Lead(IV) Acetate-200 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","7","0","0","0.0170339895394134","0.428625244768115"
"1","Econazole-43 mg/kg in Corn Oil-Rat-Liver-0.25d-up","132","4","1","3","0","0","NA","NA"
"1","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","132","4","1","5","0","0","0.0423514897611777","0.887128546167648"
"1","Indomethacin-10 mg/kg in Corn Oil-Rat-Liver-3d-up","132","4","1","3","0","0","NA","NA"
"1","Lead (II) Acetate-200 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","8","0","0","0.000862560903221997","0.0471772894012253"
"1","NN-Dimethylformamide-140 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","1","0","0","NA","NA"
"1","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","132","4","1","4","0","1","NA","NA"
"1","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","5","1","0","NA","NA"
"1","Vincristine-0.05 mg/kg in Saline-Rat-Bone marrow-0.25d-up","132","4","1","9","1","0","7.15037831334009e-05","0.00722004866613673"
"1","Lead(IV) Acetate-600 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","9","1","0","0.00138283996933071","0.0672299234472139"
"1","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","10","1","0","0.000231108642025132","0.016699189583394"
"1","Mycophenolate Mofetil-63 mg/kg in CMC-Rat-Bone marrow-1d-up","132","4","1","9","1","0","0.000881278791291313","0.047540765480893"
"1","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","132","4","1","8","0","0","0.000311621257361051","0.0209771711365439"
"1","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","132","4","1","10","1","0","0.00018145382635251","0.0145829626158405"
"1","Nystatin-134 mg/kg in Corn Oil-Rat-Liver-3d-up","132","4","1","4","0","0","NA","NA"
"1","Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","132","4","1","11","0","1","0.000109235308309053","0.0102421105743107"
"1","Catechol-40 mg/kg in Saline-Rat-Bone marrow-0.25d-up","132","4","1","2","1","0","NA","NA"
"1","Leflunomide-60 mg/kg in Corn Oil-Rat-Spleen-1d-up","132","4","1","5","0","1","NA","NA"
"1","Procarbazine-27 mg/kg in Water-Rat-Bone marrow-3d-up","132","4","1","6","1","0","0.0187921599227552","0.454009360587792"
"1","Leflunomide-30 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","132","4","1","7","1","0","0.00347777432507142","0.141922023752655"
"1","N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","10","0","0","0.000156186856206657","0.0130864646753578"
"1","Busulfan-9 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","9","0","0","4.5790196056223e-05","0.00515205120198303"
"1","Carboplatin-14 mg/kg in Saline-Rat-Spleen-5d-up","132","4","1","5","0","0","0.041310334905394","0.879351885715901"
"1","Acyclovir-980 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","11","0","0","0.000125575413376708","0.0113681833994822"
"1","N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","8","0","0","0.00656878678548349","0.215565686343617"
"1","Leflunomide-30 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","6","0","0","0.0363400720345452","0.806237767166418"
"1","Noscapine-570 mg/kg in CMC-Rat-Spleen-1d-up","132","4","1","6","0","0","0.0170339895394134","0.427260196217898"
"1","Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","8","1","0","0.00108702246976171","0.0541860061509067"
"1","Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","132","4","1","7","1","0","0.00381251600607225","0.144362384922236"
"1","Mitotane-5000 mg/kg in Water-Rat-Bone marrow-1d-up","132","4","1","9","1","0","0.000172678364347279","0.0140207711092698"
"1","Acyclovir-980 mg/kg in Saline-Rat-Spleen-1d-up","132","4","1","9","1","0","0.000298282347860117","0.0204284501890981"
"1","Carboplatin-14 mg/kg in Saline-Rat-Bone marrow-5d-up","132","4","1","9","1","0","0.000219614785948406","0.0163177929634872"
"1","Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Spleen-3d-up","132","4","1","9","0","1","7.15037831334009e-05","0.00731381553193072"
"1","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","132","4","1","5","0","0","NA","NA"
"1","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","132","4","1","5","1","0","0.04340842752242","0.888012403030079"
"1","NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","4","0","0","NA","NA"
"1","Mycophenolate Mofetil-63 mg/kg in CMC-Rat-Bone marrow-5d-up","132","4","1","9","1","0","0.000319175679178417","0.0213036241458408"
"1","Oxaliplatin-1.31 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","6","1","0","0.0212303165473195","0.505166081953742"
"1","Coumarin-111 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","132","4","1","7","0","0","0.00896124701416718","0.281190364476417"
"1","Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","132","4","1","9","1","0","0.000190598082316668","0.0150115049632608"
"1","Allyl Alcohol-25 mg/kg in Saline-Rat-Bone marrow-3d-up","132","4","1","7","1","0","0.0378707478781485","0.833156453319268"
"1","Acyclovir-330 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","9","0","0","0.00413879697277669","0.1537602120641"
"1","Hydroxyurea-59 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","3","0","0","NA","NA"
"1","Doxorubicin-3 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","6","0","0","0.0158500163020225","0.409294191458127"
"1","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-5d-up","132","4","1","8","0","1","0.000443705147921732","0.0279569739602525"
"1","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-3d-up","132","4","1","6","0","1","0.0294564811858243","0.682350722998682"
"1","Benzethonium Chloride-30 mg/kg in Corn Oil-Rat-Heart-5d-up","132","4","1","4","0","0","NA","NA"
"1","Oxaliplatin-1.31 mg/kg in Saline-Rat-Bone marrow-0.25d-up","132","4","1","8","0","0","0.00347777432507142","0.141190466929188"
"1","Irinotecan-5 mg/kg in Saline-Rat-Bone marrow-5d-up","132","4","1","10","1","0","0.000160180902919124","0.0132798399093792"
"1","Etodolac-24 mg/kg in CMC-Rat-Liver-5d-up","132","4","1","3","0","0","NA","NA"
"1","Streptomycin-120 mg/kg in Saline-Rat-Bone marrow-1d-up","132","4","1","9","0","0","0.00315591621160501","0.132212745120218"
"1","Carboplatin-6 mg/kg in Saline-Rat-Spleen-0.25d-up","132","4","1","8","0","0","0.00374368354389087","0.143132289280022"
