"modules","drugs","module_size","DEG_up","DEG_down","drug_module_genes","DE_drug","p_value","adjusted_pvalue"
"8","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","4","0","0.0356806572365237","1"
"8","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","86","4","0","4","0","0.0337873920821724","1"
"8","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","3","0","NA","NA"
"8","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","86","4","0","4","1","NA","NA"
"8","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","2","0","NA","NA"
"8","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","86","4","0","4","0","0.0421469588640599","1"
"8","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","86","4","0","5","1","0.00806887090683264","1"
"8","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","86","4","0","1","1","NA","NA"
"8","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","3","1","NA","NA"
"8","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","3","0","NA","NA"
"8","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","86","4","0","3","1","NA","NA"
"8","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","86","4","0","2","0","NA","NA"
"8","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","86","4","0","1","0","NA","NA"
"8","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","86","4","0","3","1","NA","NA"
"10","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","39","3","0","1","0","NA","NA"
"10","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","39","3","0","1","0","NA","NA"
"10","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","39","3","0","1","0","NA","NA"
"10","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","39","3","0","1","0","NA","NA"
"15","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","91","4","0","10","2","7.53477870471242e-06","0.00349081865166559"
"15","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","7","0","0.00579561611973925","0.225971646332011"
"15","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","91","4","0","4","1","0.0495790292035925","0.966545628731421"
"15","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","9","1","1.96144772965631e-05","0.00594167781491274"
"15","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","91","4","0","7","1","0.0100295468038776","0.354227401916324"
"15","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","7","1","0.000669588930323447","0.0517027687767398"
"15","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","91","4","0","9","1","0.000397732621890895","0.039652432025477"
"15","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","91","4","0","7","2","0.000439806428564964","0.0402780864113681"
"15","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","91","4","0","10","1","6.00054023591955e-05","0.0124369091837112"
"15","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","91","4","0","9","1","8.10883752617966e-05","0.0135883413523811"
"15","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","8","1","0.00034431011774099","0.0376637012128894"
"15","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","91","4","0","6","1","0.00947755281828756","0.3362396666524"
"15","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","6","0","0.0113516659396899","0.370978095190861"
"15","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","91","4","0","7","0","0.00368620767404005","0.152002992883452"
"15","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","9","1","7.23507269993524e-05","0.01266298501882"
"15","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","91","4","0","9","0","0.000475966959167776","0.0421204019146674"
"15","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","91","4","0","4","1","NA","NA"
"15","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","91","4","0","2","0","NA","NA"
"15","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","6","1","0.0294875904093994","0.734950196406424"
"15","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","6","1","0.0139876010957343","0.393451236535727"
"15","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","91","4","0","6","0","0.00639171703263537","0.246770408573707"
"15","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","91","4","0","9","2","0.000457601157474397","0.0409553035939586"
"15","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","91","4","0","4","1","0.0434206813792482","0.971537745860678"
"15","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","91","4","0","7","1","0.0160219051125457","0.426312583332466"
"19","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","67","4","0","3","1","NA","NA"
"19","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","2","0","NA","NA"
"19","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","67","4","0","1","0","NA","NA"
"19","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","NA","NA"
"19","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","0.0429235145132673","1"
"19","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","67","4","0","4","1","0.0171902870681789","1"
"19","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","67","4","0","2","1","NA","NA"
"19","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","67","4","0","5","1","0.00309097028616252","1"
"19","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","67","4","0","1","0","NA","NA"
"19","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","NA","NA"
"19","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","67","4","0","3","1","NA","NA"
"19","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","0","NA","NA"
"19","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","67","4","0","2","0","NA","NA"
"19","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","NA","NA"
"19","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","67","4","0","4","0","0.0189718052724575","1"
"19","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","67","4","0","2","0","NA","NA"
"19","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","67","4","0","1","0","NA","NA"
"19","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","NA","NA"
"19","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","3","1","NA","NA"
"19","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","67","4","0","2","0","NA","NA"
"19","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","67","4","0","4","1","0.0185663867733238","1"
"19","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","67","4","0","1","1","NA","NA"
"19","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","67","4","0","1","0","NA","NA"
"27","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","89","4","0","9","2","4.87572411609497e-05","0.0123874848833432"
"27","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","6","0","0.0257965631904709","0.65965497301347"
"27","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","89","4","0","4","1","0.0463460621112652","0.914841065634898"
"27","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","8","1","0.000132739031580998","0.0193602335691101"
"27","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","89","4","0","6","1","0.0392758886800249","0.888899135758264"
"27","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","6","1","0.00378942303321796","0.16673461346159"
"27","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","89","4","0","7","1","0.0102345679978432","0.344476314320569"
"27","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","89","4","0","8","2","5.75575770507971e-05","0.0125923188014466"
"27","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","89","4","0","9","1","0.000347150432386233","0.0402081883157937"
"27","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","89","4","0","9","1","6.91981637602433e-05","0.0126745287854808"
"27","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","6","1","0.00928974889781192","0.341897487472741"
"27","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","89","4","0","5","1","0.0376125691686823","0.868729016928275"
"27","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","3","0","NA","NA"
"27","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","89","4","0","8","0","0.000618426948463775","0.0541192294011188"
"27","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","7","1","0.00233442343416831","0.126799441155239"
"27","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","89","4","0","6","0","0.0468100925378431","0.92169072207013"
"27","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","89","4","0","6","1","0.00928974889781192","0.340307266600775"
"27","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","89","4","0","2","0","NA","NA"
"27","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","6","1","0.0274695486734902","0.691214585790442"
"27","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","5","1","NA","NA"
"27","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","89","4","0","5","0","0.0278117770384576","0.695382717317119"
"27","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","89","4","0","7","2","0.0112435035243813","0.336706592235846"
"27","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","89","4","0","4","1","0.0405507267693034","0.899654997281785"
"27","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","89","4","0","8","1","0.00320270173839727","0.143320902793278"
"36","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","46","3","0","5","2","0.000546767843383548","0.239241307471601"
"36","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","4","0","0.00261363748185156","0.556351589380077"
"36","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","46","3","0","2","1","NA","NA"
"36","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","5","1","0.000274411637852511","0.240140673302931"
"36","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","46","3","0","3","1","0.0282047999459012","1"
"36","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","5","1","0.000187135936459697","0.184235329444572"
"36","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","46","3","0","6","1","5.58236356156685e-05","0.219833477054503"
"36","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","46","3","0","4","2","0.00493498218139944","0.53983221750975"
"36","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","46","3","0","6","1","5.58236356156685e-05","0.146555651369668"
"36","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","46","3","0","4","1","0.00541312332365851","0.501573638789817"
"36","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","5","1","0.000505673887731394","0.284477681412319"
"36","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","46","3","0","4","1","0.00401527316440294","0.632485828856751"
"36","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","4","0","0.00470696799320061","0.607739014990951"
"36","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","46","3","0","3","0","0.038622628040738","1"
"36","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","4","1","0.00511080085784319","0.529640362583855"
"36","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","46","3","0","5","0","0.000645993709662115","0.242278402728515"
"36","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","46","3","0","4","1","0.00427251410714811","0.623154094590713"
"36","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","2","1","NA","NA"
"36","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","5","1","0.000726238801919852","0.21999449245849"
"36","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","46","3","0","3","0","0.0212102359244686","1"
"36","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","46","3","0","6","2","6.35653487549053e-05","0.125160171698408"
"36","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","46","3","0","2","1","NA","NA"
"36","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","46","3","0","3","1","0.0380313396854194","1"
"43","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","52","3","0","3","1","0.0406296465941672","1"
"43","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","2","0","NA","NA"
"43","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","52","3","0","1","0","NA","NA"
"43","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0277747703553998","1"
"43","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","52","3","0","1","0","NA","NA"
"43","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0224435908179267","1"
"43","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0413220835494165","1"
"43","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","52","3","0","3","1","0.0430793918335361","1"
"43","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","52","3","0","4","1","0.0072035005840422","1"
"43","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","52","3","0","3","0","0.0459685397186638","1"
"43","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0389248820577707","1"
"43","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","52","3","0","3","1","0.0372578790366482","1"
"43","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","0","0.0416705523910173","1"
"43","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","52","3","0","1","0","NA","NA"
"43","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","2","1","NA","NA"
"43","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","52","3","0","3","0","0.0445120920711432","1"
"43","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","52","3","0","3","0","0.0389248820577707","1"
"43","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","2","1","NA","NA"
"43","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0474486161311168","1"
"43","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","52","3","0","3","0","0.0292043413554738","1"
"43","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","52","3","0","3","1","0.0437927663119226","1"
"43","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","52","3","0","1","1","NA","NA"
"43","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","52","3","0","1","0","NA","NA"
"46","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","84","4","0","5","1","0.00785424690667428","0.665161813300716"
"46","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","5","0","0.00412829410829248","0.485290214879277"
"46","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","7","1","9.20329175568575e-05","0.103550179811116"
"46","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","84","4","0","1","0","NA","NA"
"46","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","6","1","0.000436692775090371","0.143308012358823"
"46","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","84","4","0","5","1","0.00807544501198946","0.662522967858636"
"46","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","84","4","0","4","1","0.0376229123357536","1"
"46","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","84","4","0","7","1","0.000242924289094919","0.119579481306974"
"46","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","84","4","0","3","0","NA","NA"
"46","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","7","1","0.00020985442701656","0.127139497475571"
"46","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","84","4","0","4","1","0.0313694901493941","1"
"46","Bleomycin A2-12 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","5","0","0.00818765541562508","0.644859740534632"
"46","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","84","4","0","2","0","NA","NA"
"46","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","5","1","0.00900368394049694","0.644663770139581"
"46","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","84","4","0","4","0","0.0391914608953787","1"
"46","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","84","4","0","2","0","NA","NA"
"46","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","4","1","0.0227955423931596","1"
"46","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","6","1","0.00201449568527247","0.283324428878678"
"46","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","84","4","0","3","0","NA","NA"
"46","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","84","4","0","3","1","NA","NA"
"46","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","84","4","0","3","1","NA","NA"
"46","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","84","4","0","4","0","0.0471491868373941","1"
"47","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","82","4","0","5","2","0.00710686933742691","0.273042453178411"
"47","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","2","1","NA","NA"
"47","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","82","4","0","3","0","NA","NA"
"47","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","3","1","NA","NA"
"47","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","82","4","0","3","1","NA","NA"
"47","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","1","1","NA","NA"
"47","Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","82","4","0","3","1","NA","NA"
"47","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","82","4","0","4","1","0.0348931414102437","0.785195376420228"
"47","Melphalan-12 mg/kg in CMC-Rat-Spleen-3d-dn","82","4","0","6","1","0.00730817835052602","0.275402931525086"
"47","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-dn","82","4","0","6","0","0.00871490781829325","0.283630636268089"
"47","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","2","1","NA","NA"
"47","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","82","4","0","1","1","NA","NA"
"47","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-dn","82","4","0","7","1","0.00218583230420541","0.105617271336944"
"47","Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","3","1","NA","NA"
"47","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","82","4","0","2","0","NA","NA"
"47","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","82","4","0","5","1","0.0307077936441491","0.75816483617968"
"47","Zopiclone-414 mg/kg in Water-Rat-Liver-3d-dn","82","4","0","1","1","NA","NA"
"47","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","4","2","NA","NA"
"47","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","1","1","NA","NA"
"47","Ifosfamide-17 mg/kg in Saline-Rat-Bone marrow-3d-dn","82","4","0","2","1","NA","NA"
"47","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","82","4","0","3","1","NA","NA"
"47","Clopidogrel-400 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","82","4","0","3","1","NA","NA"
"47","Ifosfamide-143 mg/kg in Saline-Rat-Spleen-5d-dn","82","4","0","7","1","0.00211938830594203","0.103678896258382"
"48","Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","65","4","0","2","0","NA","NA"
"48","Camptothecin-2.5 mg/kg in Saline-Rat-Bone marrow-3d-dn","65","4","0","3","0","NA","NA"
"48","Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","65","4","0","1","0","NA","NA"
"48","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","65","4","0","4","0","0.0487983224600079","1"
"48","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","65","4","0","2","0","NA","NA"
"48","Cytarabine-23 mg/kg in Saline-Rat-Bone marrow-3d-dn","65","4","0","2","0","NA","NA"
