"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"11","Carbon Tetrachloride-3178 mg/kg in Saline-Rat-Liver-1d-up","89/326",5.33396729017372e-20,3.81912057976438e-17,0,0,2.81594775625916,124.965021638991,"FKBP11;BTG2;ORM1;CXCL9;SLC25A3;KDELR1;HP;CIB1;RPL10A;PHB2;LITAF;CLU;EEF1B2;LGALS3;TMEM147;PSMD4;RPS19;PSMD2;FTH1;PSMD3;PDK4;TMED2;BANF1;TMED7;TMED9;MAP2K1;TPM4;RPS8;RPL23;RPS5;IFRD1;ANXA5;TALDO1;RPSA;DYNLL1;REXO2;PDIA4;HADHB;ACTA2;EEF1G;UGDH;PSMA6;PSMA4;SLPI;VDAC3;IRF7;PSME2;MYH9;S100A4;NUPR1;RPL29;CRELD2;S100A9;PRPS1;GRN;MRPL17;SLC3A2;USP18;SDCBP;LDHA;GPNMB;PRDX1;EIF4EBP1;PGK1;HMOX1;DNAJB9;CCL2;CD14;A2M;PCK1;CDIPT;SEC23B;ATP6V1F;BTF3;JUN;SDF2L1;GADD45A;YIPF5;LYZ;HSPE1;SOD2;EIF2S1;FKBP1A;PSMC4;PSMC2;CCNG1;LCN2;RPS20;P4HB",1.12359550561798,1
"12","Lovastatin-1500 mg/kg in Corn Oil-Rat-Liver-3d-up","87/315",6.19635368754475e-20,4.06687347025854e-17,0,0,2.8487929467816,125.995676201943,"SCARB1;ORM1;CXCL9;ACADVL;HP;UBE2L6;CIB1;TMEM97;ETFB;RPL10A;CLU;IFIT3;ETS2;EEF1B2;FADS2;XPO1;PLAU;ANPEP;ME1;SDF4;FADS1;TPM4;HMGCS1;RPS8;RPL23;RPS5;IFRD1;TALDO1;RPSA;LSR;ACSL3;FAHD2A;HADHB;ALDH3A2;ACTA2;UGDH;PSMA6;PSMA4;PSMA2;COL4A1;NPC2;ACOX1;SUB1;PSME1;VDAC3;IRF7;PSME2;MYH9;NUPR1;IDI1;RETSAT;SHMT2;MRPL17;NEDD8;SLC3A2;NREP;HMGCR;USP18;SULT1A1;SDCBP;LDHA;EBP;GPNMB;RDH11;EIF4EBP1;SC5D;CCL2;NDUFV2;FDFT1;DECR1;ATP6V1F;BTF3;OSBPL9;GADD45A;LYZ;HSPE1;SOD2;EIF2S1;PSMB9;SQLE;CXCL10;PSMC4;FASN;PSMC2;PXMP2;LCN2;RPS20",4.59770114942529,4
"13","Irinotecan-5 mg/kg in Saline-Rat-Kidney-1d-dn","90/333",6.82379247027707e-20,4.13416842276171e-17,0,0,2.78772841949737,123.026041458805,"GALNT11;BTG2;COX7B;SPARC;HEXA;YBX1;ETFB;EEF1B2;ALAD;AKR7A3;RPS19;AUH;UROD;ADAMTS1;ANPEP;FTH1;PTGDS;AP2M1;TMED9;RPS8;RPL23;RPS5;IGFBP3;DCXR;IFRD1;RPL13A;RNASE4;RPSA;ATP1B1;ASRGL1;FAHD2A;NIPSNAP1;DCN;NISCH;HADHB;ACTA2;UGDH;PSMA6;PSMA2;ACOX1;SUB1;PCCB;VDAC3;ERP29;SPARCL1;JTB;PSME2;NDUFS2;RPL29;FBP1;PFDN5;CLDND1;RALB;RETSAT;MRPL18;NEDD8;SLC3A2;NDRG1;NID2;PTS;CRYZ;SDCBP;CAMK2N1;PRDX1;PGK1;APOE;NDUFV2;DECR1;ATP6V1F;BTF3;JUN;GSTM1;G0S2;GGH;LYZ;HSPE1;SOD2;CS;TM9SF2;ALDH6A1;COPS6;GCLC;FABP4;FASN;FXYD2;MGP;RPS20;CHPT1;NIT1;NIT2",4.44444444444444,4
"14","2-Amino-4-Nitrophenol-625 mg/kg in CMC-Rat-Kidney-1d-up","84/300",1.06207195040551e-19,5.97491334385269e-17,0,0,2.88808664259928,126.177314357981,"TFRC;KDELR1;FHL2;CIB1;YBX1;RPL10A;CLU;TOMM22;HK1;EEF1B2;LGALS3;TMEM147;AKR7A3;PSMD4;RPS19;ADAMTS1;PSMD2;FTH1;PSMD3;ARHGDIB;RNPEP;ARL6IP5;BANF1;PTGDS;CTSD;HMGN3;FADS1;AP2M1;ABCC4;TMED9;TPM4;DAPK1;RPS8;RPL23;ANXA5;BGN;TALDO1;RPSA;DYNLL1;ATP1B1;REXO2;UGDH;PSMA6;PSMA4;SLPI;COL4A1;CLDN7;PSME1;PSME2;COL6A3;MYH9;RPL29;PRPS1;TAGLN;SF3B2;GRN;MRPL17;NDRG1;PTS;SDCBP;LDHA;GPNMB;PRDX1;HMOX1;CCL2;PCK1;BTF3;GSTM1;EPHX1;G0S2;HMGA2;NR2F2;HSPE1;SOD2;EIF2S1;FKBP1A;TJP1;CXCL10;CCNG1;MGP;LCN2;RPS20;P4HB;ITM2C",4.76190476190476,4
"15","Lovastatin-450 mg/kg in Corn Oil-Rat-Liver-5d-up","84/300",1.06207195040551e-19,5.57658578759584e-17,0,0,2.88808664259928,126.177314357981,"FKBP11;SCARB1;BTG2;COX7B;ORM1;ACADVL;ABCD3;HP;UBE2L6;TMEM97;PARK7;RPL10A;CLU;COMP;FADS2;PSMD4;RPS19;PSMD2;ANPEP;PDK4;ME1;CTSD;FADS1;HMGCS1;IFRD1;TALDO1;RPSA;LSR;ACSL3;REXO2;FAHD2A;HADHB;ALDH3A2;ACTA2;PSMA6;COX7A2L;PSMA4;COL4A1;NPC2;ACOX1;SUB1;VDAC3;IRF7;PSME2;NDUFS2;RPL29;MFGE8;RAI14;IDI1;NDUFB8;RETSAT;SAR1B;SHMT2;MRPL17;SLC3A2;HMGCR;USP18;SULT1A1;LDHA;EBP;EXOSC4;RRAS;GPNMB;RDH11;SC5D;PCK1;NDUFV2;FDFT1;DECR1;BTF3;GADD45A;HSPE1;EIF2S1;PSMB9;PPP1CA;FKBP1A;SQLE;CXCL10;PSMC4;FASN;PSMC2;CCNG1;RPS20;IARS",5.95238095238095,5
"16","Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-3d-up","90/336",1.30343990891614e-19,6.41618295163972e-17,0,0,2.76283798718043,120.139550707343,"ORM1;SPARC;CTSZ;HP;FHL2;PLOD2;YBX1;RPL10A;LITAF;IFIT3;SLC6A4;COMP;GJA1;LGALS1;RPS19;IBSP;FCGRT;ANPEP;FTH1;SDF4;PGLYRP1;GLUL;CTSD;SLC16A3;CD53;CPA3;DUSP2;TPM4;DAPK1;MMP2;IFRD1;ANXA5;BGN;TALDO1;COPZ2;RHOC;DYNLL1;DCN;SCAMP2;F5;CDC25B;ACTA2;SLPI;COL4A1;NPC2;IL1B;PSME1;IRF7;PSME2;COL6A3;MYH9;S100A4;LCP1;RPL29;C1QB;C1QA;TAGLN;GRN;ALOX15;HTRA1;CAPG;NREP;FSTL1;PDLIM1;SDCBP;GPNMB;PRDX1;SERPINH1;HMOX1;APOE;LUM;CMA1;G0S2;LYZ;SOD2;PSMB9;COL1A1;FKBP1A;TJP1;FABP4;COL5A1;DLC1;CCNG1;ABI1;MGP;ALOX5AP;PMP22;DEGS1;P4HB;ITM2C",3.33333333333333,3
"17","Azathioprine-54 mg/kg in Water-Rat-Bone marrow-3d-up","86/314",1.82615658174773e-19,8.46047602226186e-17,0,0,2.82501650663715,121.890713855251,"FKBP11;COX7B;ORM1;SLC25A3;SPARC;CTSZ;HP;YBX1;RPL10A;LGALS3;PPP1CC;GJA1;LGALS1;IBSP;FCGRT;ANPEP;ARHGDIB;TMED2;PGLS;PGLYRP1;CPA3;DUSP2;TPM4;RPS5;TALDO1;RPSA;DYNLL1;SCAMP2;F5;ACTA2;EEF1G;PSMA6;PSMA4;SLPI;PSMA2;NPC2;SUB1;PSME1;ERP29;MYH9;S100A4;LCP1;RPL29;CRELD2;C1QB;C1QA;GRN;NDUFB8;PCNA;RALB;MRPL17;NEDD8;CAPG;PTS;TOR1AIP1;PDLIM1;SLC9A3R1;LDHA;HLA-DMA;HLA-DMB;PRDX1;EIF4EBP1;PGK1;HMOX1;APOE;SDF2L1;CMA1;IDH3G;LAPTM5;GGH;LYZ;HSPE1;PSMB9;PPP1CA;PSMC4;PSMC2;CCNG1;ABI1;ALOX5AP;LCN2;RPS20;DEGS1;PTPN7;P4HB;COPE;ITM2C",5.81395348837209,5
"18","NN-Dimethylformamide-65000 uM in DMSO-Rat-Primary rat hepatocytes-1d-up","86/314",1.82615658174773e-19,7.99044957658064e-17,0,0,2.82501650663715,121.890713855251,"CLIC4;COX7B;ORM1;CXCL9;SLC25A3;SPARC;KDELR1;HP;UBE2L6;CXCL1;TMEM97;RPL10A;LITAF;CLU;ALAD;PPP1CC;CASP7;AKR7A3;IBSP;UROD;PSMD2;FTH1;TMED2;AP2M1;TMED9;RPS8;USP3;RPS5;ANXA5;TAP1;RNASE4;RPSA;SDHD;DYNLL1;ACTA2;EEF1G;PSMA6;PSMA2;NPC2;ACOX1;CLNS1A;SUB1;PSME1;JTB;PSME2;RPL29;PRPS1;GRN;NDUFB8;RETSAT;C1S;SHMT2;CFI;CREM;NEDD8;SLC3A2;HMGCR;NDRG1;PTS;C3;SULT1A1;PDLIM1;SLC9A3R1;PSMB2;PRDX1;PGK1;HMOX1;CD14;A2M;ATP6V1F;EGLN3;GSTM1;EPHX1;SOD2;CXCL10;CCNG1;LCN2;ECHDC2;DEGS1;CIAPIN1;P4HB;NIT1;GCLM;NIT2;COPE;ITM2C",5.81395348837209,5
"19","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","84/303",2.10926888042411e-19,8.74347458011593e-17,0,0,2.85949172534582,122.966080370628,"SLC25A3;SPARC;PLOD2;YBX1;CLU;EEF1B2;LGALS3;GJA1;LGALS1;RPS19;IBSP;FCGRT;FTH1;SDF4;GLUL;CPA3;DUSP2;TPM4;DAPK1;RPS8;RPL23;RPS5;MMP2;TALDO1;RPSA;RHOC;DCN;F5;ACTA2;EEF1G;PSMA6;SLPI;PSMA2;COL4A1;NPC2;HMBS;VDAC3;IRF7;PSME2;COL6A3;NDUFS2;S100A4;RPL29;S100A9;SMPDL3A;PFDN5;C1QB;C1QA;PRPS1;TAGLN;GRN;NDUFB8;PON2;MRPL17;PTS;PDLIM1;LDHA;HLA-DMB;GPNMB;PRDX1;PGK1;HMOX1;APOE;CD14;S100A10;DECR1;ATP6V1F;LUM;GALNT2;LRBA;LAPTM5;LYZ;HSPE1;SOD2;GP5;NET1;FKBP1A;FABP4;DLC1;CCNG1;MGP;RPS20;DEGS1;ITM2C",3.57142857142857,3
"20","Anastrozole-400 mg/kg in CMC-Rat-Liver-1d-up","83/298",2.52444224100534e-19,9.94125354507903e-17,0,0,2.87285703901894,123.024634566582,"FKBP11;DAZAP1;SLC25A3;ALAS1;UBE2L6;TMEM97;YBX1;ETFB;RPL10A;CLU;AKR7A3;PSMD4;PSMD2;FTH1;PSMD3;STMN1;ME1;FADS1;AP2M1;BNIP3L;TMED9;RPS8;IFRD2;RPL23;RPS5;IGFBP2;TALDO1;RPSA;REXO2;ACTA2;EEF1G;UGDH;PSMA6;PSMA4;PSMA2;ETHE1;VDAC3;ERP29;MYH9;NUPR1;RPL29;IDI1;PRPS1;RETSAT;SAR1B;SHMT2;MRPL18;MRPL17;SLC3A2;PTS;C3;PDLIM1;SLC9A3R1;EBP;EXOSC4;PSMB2;CBS;PRDX1;EIF4EBP1;PGK1;SC5D;APOE;CD14;FDFT1;BTF3;OSBPL9;YARS;GDF11;GSTM1;SDF2L1;GADD45A;EPHX1;DHRS3;GCLC;PSMC4;PSAT1;PRC1;PSMC2;DEGS1;P4HB;NIT1;GCLM;CDKN3",3.6144578313253,3
"21","Doxapram-2 mg/kg in Saline-Rat-Liver-5d-up","88/328",2.97491174896802e-19,1.11573356832725e-16,0,0,2.76733040667178,118.051277706124,"FKBP11;BTG2;COX7B;ORM1;CXCL9;TFRC;CTSZ;HP;UBE2L6;CXCL1;IFI35;TMEM97;CLU;HEBP1;AUH;FTH1;STMN1;ARHGDIB;PDK4;ARL6IP5;UPP1;TMED7;GLUL;AP2M1;CD53;RPS8;RPL23;RPS5;IFRD1;TAP1;RPL13A;RPSA;RHOC;FAHD2A;PDIA5;DCN;ACTA2;PSMA6;SLPI;PSMA2;NPC2;SUB1;IL1B;PSME1;VDAC3;IRF7;PSME2;NDUFS2;S100A4;LCP1;RPL29;S100A9;PFDN5;C1QB;C1QA;IDI1;NDUFB8;C1S;SAR1B;MRPL17;NEDD8;CAPG;USP18;PTS;TOR1AIP1;C3;HLA-DMA;PRDX4;EXOSC4;HLA-DMB;GPNMB;HMOX1;CCL2;APOE;A2M;ATP6V1F;SDF2L1;LYZ;LSM5;SOD2;PSMB9;PPP1CA;PSMC2;LCN2;ECHDC2;RPS20;COPE;ITM2C",5.68181818181818,5
"22","Allopurinol-175 mg/kg in Corn Oil-Rat-Kidney-3d-up","88/329",3.68505269525471e-19,1.31924886490119e-16,0,0,2.75891906804968,117.101856183332,"SPARC;KDELR1;HEXA;UBE2L6;CIB1;PLOD2;YBX1;RPL10A;CLU;EEF1B2;LGALS3;LGALS1;RPS19;FCGRT;UROD;ADAMTS1;PSMD2;FTH1;PSMD3;STMN1;ARHGDIB;SDF4;GLUL;HMGN3;AP2M1;TMED9;RPS8;RPL23;USP3;RPS5;ANXA5;TALDO1;RPSA;RHOC;DYNLL1;REXO2;DCN;ACTA2;EEF1G;UGDH;PSMA4;COL4A1;NPC2;PSME1;JTB;PSME2;COL6A3;MYH9;S100A4;RPL29;RIN2;S100A9;C1QB;C1QA;TAGLN;GRN;MRPL17;NEDD8;CAPG;PTS;PDLIM1;LDHA;GPNMB;EIF4EBP1;POLR2F;APOE;CD14;A2M;CDIPT;DECR1;BTF3;LYZ;EEF2;LSM5;EIF2S1;PSMB9;PPP1CA;FKBP1A;TM9SF1;COPS6;COL5A1;PSMC4;PSMC2;MGP;LCN2;RPS20;COPE;ITM2C",4.54545454545455,4
"23","Chloroform-600 mg/kg in Corn Oil-Rat-Liver-1d-up","83/300",3.9771809999059e-19,1.36192511109821e-16,0,0,2.85370465875881,120.907309942319,"FKBP11;BTG2;ORM1;HP;CIB1;CXCL1;RPL10A;PHB2;CLU;IPO4;ETS2;EEF1B2;LGALS3;AKR7A3;PSMD4;RPS19;IBSP;PSMD2;FTH1;PSMD3;TMED2;TMED9;MAP2K1;RPS8;RPL23;IFRD1;ANXA5;TALDO1;RPSA;REXO2;ACTA2;EEF1G;UGDH;PSMA6;PSMA4;VDAC3;IRF7;PSME2;MYH9;S100A4;NUPR1;CRELD2;PRPS1;SF3B2;MRPL17;RRBP1;SLC3A2;USP18;PTS;SDCBP;LDHA;GPNMB;HMOX1;DNAJB9;CCL2;APOE;CD14;CDIPT;SEC23B;BTF3;GSTM1;GADD45A;YIPF5;EPHX1;G0S2;HMGA2;LYZ;EEF2;HSPE1;SOD2;EIF2S1;FKBP1A;CXCL10;GCLC;PSMC4;PSMC2;CCNG1;LCN2;RPS20;DEGS1;P4HB;TARDBP;GCLM",1.20481927710843,1
