"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"vorinostat-6179","3/100",0.00157518599530849,0.206131004383124,0,0,14.2821865260129,92.1684043252849,"FGR;CD69;PARP8"
"brinzolamide-1615","3/100",0.00157518599530849,0.206131004383124,0,0,14.2821865260129,92.1684043252849,"FGR;BIN2;CD69"
"trichostatin A-1175","3/100",0.00157518599530849,0.206131004383124,0,0,14.2821865260129,92.1684043252849,"FGR;CD69;PARP8"
"apigenin-1321","3/100",0.00157518599530849,0.206131004383124,0,0,14.2821865260129,92.1684043252849,"NCF2;NCF1C;MNDA"
"vorinostat-1161","3/100",0.00157518599530849,0.206131004383124,0,0,14.2821865260129,92.1684043252849,"FGR;CD69;PARP8"
"ascorbic acid-1610","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;ARHGAP15"
"vinpocetine-1557","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;CD69"
"valproic acid-346","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CCL22;MYO1F"
"valproic acid-1181","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;NCF1C"
"harmol-6022","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"VNN2;MYO1F"
"tolnaftate-2001","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;NCF2"
"memantine-4017","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;PARP8"
"pimozide-1562","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;CD69"
"tolazamide-4003","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"xylometazoline-1423","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"GIMAP6;SAMHD1"
"ioxaglic acid-7470","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SAMHD1;MYO1F"
"acetohexamide-1870","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NKG7;TRAF1"
"AG-013608-5904","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;SLAMF7"
"rifampicin-4008","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"atropine methonitrate-3116","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"VNN2;TRAF1"
"loracarbef-5492","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SAMHD1;MYO1F"
"6-azathymine-3987","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"ethaverine-3037","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;CD69"
"khellin-6641","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;PLA1A"
"luteolin-3041","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"ICAM2;NCF1C"
"trichostatin A-1400","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;NCF1C"
"cinchonine-3988","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"nipecotic acid-3121","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SP140;TRAF1"
"caffeic acid-3053","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CXCR3;SLAMF7"
"benzathine benzylpenicillin-4022","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;PARP8"
"atovaquone-2480","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;CD69"
"trichostatin A-6193","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;CD69"
"trichostatin A-2694","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;PARP8"
"hycanthone-4630","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CD72;MYO1F"
"brompheniramine-4013","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"pronetalol-3984","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"clorgiline-6659","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MYO1F;PLA1A"
"TTNPB-223","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SAMHD1;PARP8"
"mycophenolic acid-4019","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"acebutolol-6631","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;MYO1F"
"Prestwick-691-4092","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MYO1F;PARP8"
"SB-203580-7061","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CD80;SAMHD1"
"syrosingopine-1761","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;CD69"
"16-phenyltetranorprostaglandin E2-7505","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SAMHD1;MYO1F"
"hycanthone-1614","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"ARHGAP15;SAMHD1"
"nefopam-4752","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SAMHD1;MYO1F"
"(+/-)-catechin-3012","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"LTA;TRAF1"
"carbarsone-3991","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SLAMF7;MYO1F"
"mifepristone-1569","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;NCF1C"
"methoxamine-6627","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;MYO1F"
"estrone-3071","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"SP140;TRAF1"
"F0447-0125-6401","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"VNN2;PLA1A"
"troglitazone-1173","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;CD69"
"anabasine-2512","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF2;CD69"
"chlorpromazine-2677","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CD69;GIMAP6"
"methoxsalen-6661","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MYO1F;PLA1A"
"pyrvinium-2957","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;GIMAP6"
"quercetin-2499","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"VNN2;NCF1C"
"alprenolol-1571","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;GIMAP6"
"cefaclor-6622","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"MNDA;MYO1F"
"papaverine-1755","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;CD69"
"dioxybenzone-4638","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"CD72;MYO1F"
"clotrimazole-1549","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"NCF1C;CD69"
"MK-886-264","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"FGR;PARP8"
"halofantrine-3130","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"TRAF1;CD69"
"alprostadil-2938","2/100",0.0222080432575084,0.206131004383124,0,0,9.20964749536178,35.0638977870873,"BIN2;CD69"
