"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Salicylamide-1300 mg/kg in CMC-Rat-Liver-5d-up","3/280",9.11397875532226e-05,0.00294261240798791,0,0,53.3826714801444,496.625190674767,"ADORA3;SLCO2B1;C2"
"Doxycycline-1000 mg/kg in Water-Rat-Liver-1d-up","3/281",9.21093829995116e-05,0.00294261240798791,0,0,53.1879496402878,494.250816673817,"ADORA3;SLCO2B1;C2"
"Itraconazole-1093 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Lorazepam-2000 mg/kg in CMC-Rat-Liver-5d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Methapyrilene-100 mg/kg in CMC-Rat-Liver-3d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Naproxen-10 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Neomycin-56 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Rofecoxib-775 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/282",9.30857309263387e-05,0.00294261240798791,0,0,52.994623655914,491.895548360657,"ADORA3;SLCO2B1;C2"
"Amantadine-58 mg/kg in Water-Rat-Liver-1d-dn","3/283",9.40688533688126e-05,0.00294261240798791,0,0,52.8026785714286,489.559166361367,"ADORA3;SLCO2B1;C2"
"Beta-Naphthoflavone-1500 mg/kg in CMC-Rat-Liver-3d-dn","3/283",9.40688533688126e-05,0.00294261240798791,0,0,52.8026785714286,489.559166361367,"ADORA3;SLCO2B1;C2"
"Nitrofurantoin-76 mg/kg in CMC-Rat-Liver-3d-dn","3/283",9.40688533688126e-05,0.00294261240798791,0,0,52.8026785714286,489.559166361367,"ADORA3;SLCO2B1;C2"
"Dipyrone-1636 mg/kg in Water-Rat-Liver-3d-dn","3/284",9.50587723552893e-05,0.00294261240798791,0,0,52.6120996441281,487.241454575593,"ADORA3;SLCO2B1;C2"
"Ethylene Glycol-3525 mg/kg in Water-Rat-Liver-5d-up","3/284",9.50587723552893e-05,0.00294261240798791,0,0,52.6120996441281,487.241454575593,"ADORA3;SLCO2B1;C2"
"Gemfibrozil-100 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/284",9.50587723552893e-05,0.00294261240798791,0,0,52.6120996441281,487.241454575593,"ADORA3;SLCO2B1;C2"
"Pirinixic Acid-364 mg/kg in CMC-Rat-Liver-1d-dn","3/284",9.50587723552893e-05,0.00294261240798791,0,0,52.6120996441281,487.241454575593,"ADORA3;SLCO2B1;C2"
"Dexamethasone-150 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/285",9.60555098589202e-05,0.00294261240798791,0,0,52.4228723404255,484.942200142989,"ADORA3;SLCO2B1;C2"
"Itraconazole-1093 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/285",9.60555098589202e-05,0.00294261240798791,0,0,52.4228723404255,484.942200142989,"ADORA3;SLCO2B1;C2"
"Itraconazole-30 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/285",9.60555098589202e-05,0.00294261240798791,0,0,52.4228723404255,484.942200142989,"ADORA3;SLCO2B1;C2"
"N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Liver-5d-dn","3/285",9.60555098589202e-05,0.00294261240798791,0,0,52.4228723404255,484.942200142989,"ADORA3;SLCO2B1;C2"
"3-Methylcholanthrene-300 mg/kg in CMC-Rat-Liver-3d-dn","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"Azithromycin-225 mg/kg in Water-Rat-Liver-1d-dn","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Spleen-5d-up","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"NN'-Diphenyl-P-Phenylenediamine-1000 mg/kg in CMC-Rat-Liver-3d-dn","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"Phenothiazine-386 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"Tosufloxacin-2000 mg/kg in CMC-Rat-Liver-3d-up","3/286",9.70590878583405e-05,0.00294261240798791,0,0,52.2349823321555,482.66119335002,"ADORA3;SLCO2B1;C2"
"Acetazolamide-250 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/287",9.80695283351318e-05,0.00294261240798791,0,0,52.0484154929577,480.398227574396,"ADORA3;SLCO2B1;C2"
"Cisplatin-1.17 mg/kg in Saline-Rat-Liver-5d-dn","3/287",9.80695283351318e-05,0.00294261240798791,0,0,52.0484154929577,480.398227574396,"ADORA3;SLCO2B1;C2"
"Methotrexate-0.3 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/287",9.80695283351318e-05,0.00294261240798791,0,0,52.0484154929577,480.398227574396,"ADORA3;SLCO2B1;C2"
"Methotrexate-27 mg/kg in Corn Oil-Rat-Spleen-3d-up","3/287",9.80695283351318e-05,0.00294261240798791,0,0,52.0484154929577,480.398227574396,"ADORA3;SLCO2B1;C2"
"Methyldopa-325 mg/kg in Water-Rat-Liver-5d-up","3/287",9.80695283351318e-05,0.00294261240798791,0,0,52.0484154929577,480.398227574396,"ADORA3;SLCO2B1;C2"
"Amitraz-75 mg/kg in CMC-Rat-Liver-3d-dn","3/288",9.9086853227874e-05,0.00294261240798791,0,0,51.8631578947368,478.153099253331,"ADORA3;SLCO2B1;C2"
"Estriol-313 mg/kg in CMC-Rat-Liver-1d-dn","3/288",9.9086853227874e-05,0.00294261240798791,0,0,51.8631578947368,478.153099253331,"ADORA3;SLCO2B1;C2"
"Itraconazole-30 mg/kg in Corn Oil-Rat-Liver-3d-up","3/288",9.9086853227874e-05,0.00294261240798791,0,0,51.8631578947368,478.153099253331,"ADORA3;SLCO2B1;C2"
"N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Liver-3d-dn","3/288",9.9086853227874e-05,0.00294261240798791,0,0,51.8631578947368,478.153099253331,"ADORA3;SLCO2B1;C2"
"Acyclovir-980 mg/kg in Saline-Rat-Liver-0.25d-up","3/289",0.000100111084484444,0.00294261240798791,0,0,51.6791958041958,475.92560780028,"ADORA3;SLCO2B1;C2"
"Chlorzoxazone-763 mg/kg in CMC-Rat-Liver-1d-dn","3/289",0.000100111084484444,0.00294261240798791,0,0,51.6791958041958,475.92560780028,"ADORA3;SLCO2B1;C2"
"Cinnarizine-750 mg/kg in CMC-Rat-Liver-3d-dn","3/289",0.000100111084484444,0.00294261240798791,0,0,51.6791958041958,475.92560780028,"ADORA3;SLCO2B1;C2"
"Fenofibrate-215 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/289",0.000100111084484444,0.00294261240798791,0,0,51.6791958041958,475.92560780028,"ADORA3;SLCO2B1;C2"
"Beta-Estradiol-150 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/290",0.000101142244019057,0.00294261240798791,0,0,51.4965156794425,473.715555573646,"ADORA3;SLCO2B1;C2"
"Glipizide-2500 mg/kg in CMC-Rat-Liver-1d-up","3/290",0.000101142244019057,0.00294261240798791,0,0,51.4965156794425,473.715555573646,"ADORA3;SLCO2B1;C2"
"Streptozotocin-138 mg/kg in Saline-Rat-Liver-5d-up","3/290",0.000101142244019057,0.00294261240798791,0,0,51.4965156794425,473.715555573646,"ADORA3;SLCO2B1;C2"
"Testosterone-375 mg/kg in CMC-Rat-Liver-3d-dn","3/290",0.000101142244019057,0.00294261240798791,0,0,51.4965156794425,473.715555573646,"ADORA3;SLCO2B1;C2"
"Cisplatin-2 mg/kg in Saline-Rat-Liver-1d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Itraconazole-30 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Methylparaben-1500 mg/kg in CMC-Rat-Liver-3d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Phenobarbital-25 mg/kg in Water-Rat-Liver-1d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Praziquantel-1200 mg/kg in CMC-Rat-Liver-1d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Raloxifene-650 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Ticrynafen-570 mg/kg in CMC-Rat-Liver-1d-dn","3/291",0.000102180353754592,0.00294261240798791,0,0,51.3151041666667,471.522747801977,"ADORA3;SLCO2B1;C2"
"Cisplatin-2 mg/kg in Saline-Rat-Liver-3d-dn","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Fenofibrate-43 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Ketoconazole-114 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Lomefloxacin-2000 mg/kg in CMC-Rat-Liver-1d-up","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Liver-1d-dn","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Tranilast-1100 mg/kg in CMC-Rat-Liver-3d-dn","3/292",0.000103225435582818,0.00294261240798791,0,0,51.1349480968858,469.346992552729,"ADORA3;SLCO2B1;C2"
"Cyclandelate-1500 mg/kg in CMC-Rat-Liver-1d-dn","3/293",0.000104277511355468,0.00294261240798791,0,0,50.9560344827586,467.188100685421,"ADORA3;SLCO2B1;C2"
"Cytarabine-23 mg/kg in Saline-Rat-Liver-5d-up","3/293",0.000104277511355468,0.00294261240798791,0,0,50.9560344827586,467.188100685421,"ADORA3;SLCO2B1;C2"
"Etoposide-188 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/293",0.000104277511355468,0.00294261240798791,0,0,50.9560344827586,467.188100685421,"ADORA3;SLCO2B1;C2"
"Sulfadiazine-1170 mg/kg in Water-Rat-Liver-5d-up","3/293",0.000104277511355468,0.00294261240798791,0,0,50.9560344827586,467.188100685421,"ADORA3;SLCO2B1;C2"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/293",0.000104277511355468,0.00294261240798791,0,0,50.9560344827586,467.188100685421,"ADORA3;SLCO2B1;C2"
"Carbamazepine-490 mg/kg in CMC-Rat-Liver-1d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Cholic Acid-1402 mg/kg in Water-Rat-Liver-1d-up","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Dexamethasone-1 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Digoxin-0.26 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Digoxin-11 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Ferulic Acid-1500 mg/kg in CMC-Rat-Liver-3d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Indomethacin-4.5 mg/kg in Water-Rat-Liver-1d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Liver-1d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Progesterone-164 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Tinidazole-1200 mg/kg in CMC-Rat-Liver-3d-dn","3/294",0.000105336602970958,0.00294261240798791,0,0,50.7783505154639,465.045885759434,"ADORA3;SLCO2B1;C2"
"Diazepam-710 mg/kg in CMC-Rat-Liver-3d-dn","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Fenofibrate-43 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Gentamicin-267 mg/kg in Corn Oil-Rat-Liver-1d-up","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-3d-up","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Manganese (II) Chloride-700 mg/kg in Water-Rat-Liver-1d-up","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Mifepristone-300 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"TNF-alpha-0.25 mg/kg in RSA/Saline-Rat-Liver-0.25d-dn","3/295",0.000106402732270695,0.00294261240798791,0,0,50.6018835616438,462.92016403682,"ADORA3;SLCO2B1;C2"
"Carmustine-16 mg/kg in Corn Oil-Rat-Spleen-3d-up","3/296",0.000107475921086144,0.00294261240798791,0,0,50.4266211604096,460.810754411347,"ADORA3;SLCO2B1;C2"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/296",0.000107475921086144,0.00294261240798791,0,0,50.4266211604096,460.810754411347,"ADORA3;SLCO2B1;C2"
"Amlodipine-0.2 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"Amlodipine-0.2 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"Aspirin-375 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"Carbimazole-400 mg/kg in Water-Rat-Liver-5d-up","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"Propylthiouracil-625 mg/kg in CMC-Rat-Liver-1d-dn","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"Quetiapine-500 mg/kg in CMC-Rat-Liver-3d-dn","3/297",0.000108556191253766,0.00294261240798791,0,0,50.2525510204082,458.71747835524,"ADORA3;SLCO2B1;C2"
"NN'-Diphenyl-P-Phenylenediamine-1000 mg/kg in CMC-Rat-Liver-5d-dn","3/298",0.000109643564568745,0.00294261240798791,0,0,50.0796610169492,456.640159895411,"ADORA3;SLCO2B1;C2"
"Chlortetracycline-1500 mg/kg in CMC-Rat-Liver-3d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Leflunomide-30 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Norethindrone-375 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Pirinixic Acid-364 mg/kg in CMC-Rat-Liver-5d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Praziquantel-1200 mg/kg in CMC-Rat-Liver-3d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Promethazine-113 mg/kg in Saline-Rat-Liver-5d-dn","3/299",0.000110738062826384,0.00294261240798791,0,0,49.9079391891892,454.578625549406,"ADORA3;SLCO2B1;C2"
"Cyproterone Acetate-2500 mg/kg in CMC-Rat-Liver-1d-dn","3/300",0.000111839707803029,0.00294261240798791,0,0,49.7373737373737,452.532704290701,"ADORA3;SLCO2B1;C2"
"Ferulic Acid-1500 mg/kg in CMC-Rat-Liver-1d-dn","3/300",0.000111839707803029,0.00294261240798791,0,0,49.7373737373737,452.532704290701,"ADORA3;SLCO2B1;C2"
"Nitrazepam-310 mg/kg in CMC-Rat-Liver-3d-up","3/300",0.000111839707803029,0.00294261240798791,0,0,49.7373737373737,452.532704290701,"ADORA3;SLCO2B1;C2"
"11-Dichloroethene-600 mg/kg in Water-Rat-Liver-5d-up","3/301",0.000112948521264801,0.00294261240798791,0,0,49.5679530201342,450.502227502,"ADORA3;SLCO2B1;C2"
"Ethylestrenol-390 mg/kg in CMC-Rat-Liver-3d-dn","3/301",0.000112948521264801,0.00294261240798791,0,0,49.5679530201342,450.502227502,"ADORA3;SLCO2B1;C2"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Liver-3d-dn","3/301",0.000112948521264801,0.00294261240798791,0,0,49.5679530201342,450.502227502,"ADORA3;SLCO2B1;C2"
