"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Progesterone-164 mg/kg in Corn Oil-Rat-Liver-1d-up","3/281",0.000306063179584685,0.0109241597803051,0,0,30.3884892086331,245.895115756717,"ORM1;ARG1;HP"
"Hydroxyurea-59 mg/kg in Saline-Rat-Spleen-0.25d-up","3/282",0.000309272484128424,0.0109241597803051,0,0,30.2780337941628,244.685506440627,"ORM1;HP;PGLYRP1"
"Rofecoxib-775 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/282",0.000309272484128424,0.0109241597803051,0,0,30.2780337941628,244.685506440627,"ORM1;ARG1;HP"
"5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-1d-dn","3/283",0.000312503565017368,0.0109241597803051,0,0,30.1683673469388,243.485715548747,"ORM1;HP;PGLYRP1"
"Alfacalcidol-0.043 mg/kg in CMC-Rat-Liver-5d-up","3/283",0.000312503565017368,0.0109241597803051,0,0,30.1683673469388,243.485715548747,"ORM1;ARG1;HP"
"Naproxen-134 mg/kg in Corn Oil-Rat-Liver-1d-up","3/283",0.000312503565017368,0.0109241597803051,0,0,30.1683673469388,243.485715548747,"ORM1;ARG1;HP"
"Ibuprofen-54 mg/kg in Corn Oil-Rat-Liver-3d-up","3/284",0.000315756487962812,0.0109241597803051,0,0,30.0594814438231,242.295629987355,"ORM1;ARG1;HP"
"Piclamilast-17 mg/kg in CMC-Rat-Liver-5d-up","3/284",0.000315756487962812,0.0109241597803051,0,0,30.0594814438231,242.295629987355,"ORM1;ARG1;HP"
"Zomepirac-2.8 mg/kg in Saline-Rat-Liver-0.25d-up","3/284",0.000315756487962812,0.0109241597803051,0,0,30.0594814438231,242.295629987355,"ORM1;ARG1;HP"
"Methotrexate-27 mg/kg in Corn Oil-Rat-Liver-3d-up","3/285",0.000319031318310075,0.0109241597803051,0,0,29.951367781155,241.115138381126,"ORM1;ARG1;HP"
"Rolipram-75 mg/kg in CMC-Rat-Liver-5d-up","3/286",0.000322328121604396,0.0109241597803051,0,0,29.8440181726401,239.944130987782,"ORM1;ARG1;HP"
"Acetazolamide-250 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/287",0.000325646963164306,0.0109241597803051,0,0,29.7374245472837,238.782499708451,"ORM1;ARG1;HP"
"Catechol-40 mg/kg in Saline-Rat-Liver-3d-up","3/287",0.000325646963164306,0.0109241597803051,0,0,29.7374245472837,238.782499708451,"ORM1;ARG1;HP"
"N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/287",0.000325646963164306,0.0109241597803051,0,0,29.7374245472837,238.782499708451,"ORM1;HP;PGLYRP1"
"Ethylestrenol-390 mg/kg in CMC-Rat-Liver-5d-up","3/288",0.000328987908335798,0.0109241597803051,0,0,29.6315789473684,237.630138034087,"ORM1;ARG1;HP"
"Rolipram-75 mg/kg in CMC-Rat-Liver-3d-up","3/288",0.000328987908335798,0.0109241597803051,0,0,29.6315789473684,237.630138034087,"ORM1;ARG1;HP"
"Epalrestat-2500 mg/kg in CMC-Rat-Liver-1d-up","3/289",0.00033235102219997,0.0109241597803051,0,0,29.5264735264735,236.486941043002,"ORM1;ARG1;HP"
"Mitomycin C-0.5 mg/kg in Saline-Rat-Bone marrow-0.25d-up","3/289",0.00033235102219997,0.0109241597803051,0,0,29.5264735264735,236.486941043002,"ORM1;HP;PGLYRP1"
"Promethazine-113 mg/kg in Saline-Rat-Liver-0.25d-up","3/289",0.00033235102219997,0.0109241597803051,0,0,29.5264735264735,236.486941043002,"ORM1;ARG1;HP"
"Allyl Alcohol-16 mg/kg in Saline-Rat-Liver-3d-up","3/290",0.000335736369973902,0.0109241597803051,0,0,29.4221005475361,235.352805336129,"ORM1;ARG1;HP"
"Catechol-195 mg/kg in Saline-Rat-Liver-0.25d-up","3/290",0.000335736369973902,0.0109241597803051,0,0,29.4221005475361,235.352805336129,"ORM1;ARG1;HP"
"Etoposide-100 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","3/290",0.000335736369973902,0.0109241597803051,0,0,29.4221005475361,235.352805336129,"ORM1;HP;PGLYRP1"
"Nystatin-134 mg/kg in Corn Oil-Rat-Liver-5d-up","3/290",0.000335736369973902,0.0109241597803051,0,0,29.4221005475361,235.352805336129,"ORM1;ARG1;HP"
"Perhexiline-320 mg/kg in CMC-Rat-Liver-5d-up","3/290",0.000335736369973902,0.0109241597803051,0,0,29.4221005475361,235.352805336129,"ORM1;ARG1;HP"
"Itraconazole-1093 mg/kg in Corn Oil-Rat-Liver-3d-up","3/291",0.000339144016706534,0.0109241597803051,0,0,29.3184523809524,234.22762903675,"ORM1;ARG1;HP"
"Ethylene Glycol-352 mg/kg in Water-Rat-Bone marrow-3d-up","3/292",0.000342574027306462,0.0109241597803051,0,0,29.2155215027187,233.111311760324,"ORM1;HP;PGLYRP1"
"Catechol-40 mg/kg in Saline-Rat-Bone marrow-1d-up","3/293",0.000346026466655656,0.0109241597803051,0,0,29.1133004926108,232.003754577885,"ORM1;HP;PGLYRP1"
"Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/293",0.000346026466655656,0.0109241597803051,0,0,29.1133004926108,232.003754577885,"ORM1;HP;PGLYRP1"
"Fluconazole-10 mg/kg in Corn Oil-Rat-Liver-3d-up","3/293",0.000346026466655656,0.0109241597803051,0,0,29.1133004926108,232.003754577885,"ORM1;ARG1;HP"
"Sildenafil-2.5 mg/kg in Water-Rat-Liver-1d-up","3/293",0.000346026466655656,0.0109241597803051,0,0,29.1133004926108,232.003754577885,"ORM1;ARG1;HP"
"Catechol-40 mg/kg in Saline-Rat-Bone marrow-0.25d-up","3/294",0.000349501399622788,0.0109241597803051,0,0,29.0117820324006,230.904859989126,"ORM1;HP;PGLYRP1"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Liver-3d-up","3/294",0.000349501399622788,0.0109241597803051,0,0,29.0117820324006,230.904859989126,"ORM1;ARG1;HP"
"Leflunomide-30 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","3/295",0.000352998890927704,0.0109241597803051,0,0,28.9109589041096,229.814531908304,"ORM1;HP;PGLYRP1"
"Oxyquinoline-68 mg/kg in Corn Oil-Rat-Liver-3d-up","3/295",0.000352998890927704,0.0109241597803051,0,0,28.9109589041096,229.814531908304,"ORM1;ARG1;HP"
"Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-1d-up","3/296",0.00035651900517512,0.0109241597803051,0,0,28.8108239882984,228.732675636104,"ORM1;HP;PGLYRP1"
"Sulconazole-1200 mg/kg in Corn Oil-Rat-Liver-3d-up","3/296",0.00035651900517512,0.0109241597803051,0,0,28.8108239882984,228.732675636104,"ORM1;ARG1;HP"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/296",0.00035651900517512,0.0109241597803051,0,0,28.8108239882984,228.732675636104,"ORM1;ARG1;HP"
"Atorvastatin-2.5 mg/kg in Corn Oil-Rat-Liver-5d-up","3/298",0.00036362736069241,0.0109241597803051,0,0,28.6125907990315,226.594006477185,"ORM1;ARG1;HP"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Liver-3d-up","3/299",0.000367215730896767,0.0109241597803051,0,0,28.5144787644788,225.537010881796,"ORM1;ARG1;HP"
"Cytarabine-487 mg/kg in Saline-Rat-Liver-0.25d-up","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;ARG1;HP"
"Ethanol-3000 mg/kg in Saline-Rat-Liver-3d-dn","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;ARG1;HP"
"Fluconazole-394 mg/kg in Corn Oil-Rat-Liver-3d-up","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;ARG1;HP"
"Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;HP;PGLYRP1"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Liver-0.25d-up","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;ARG1;HP"
"Roflumilast-17 mg/kg in CMC-Rat-Liver-1d-up","3/300",0.000370826981871051,0.0109241597803051,0,0,28.4170274170274,224.48812163455,"ORM1;ARG1;HP"
"6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/301",0.000374461177818758,0.0109241597803051,0,0,28.320230105465,223.447250596736,"ORM1;ARG1;HP"
"Clobetasol Propionate-17 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/301",0.000374461177818758,0.0109241597803051,0,0,28.320230105465,223.447250596736,"ORM1;HP;PGLYRP1"
"Diethylstilbestrol-280 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/301",0.000374461177818758,0.0109241597803051,0,0,28.320230105465,223.447250596736,"ORM1;HP;PGLYRP1"
"Fluocinolone Acetonide-2.5 mg/kg in Corn Oil-Rat-Liver-1d-up","3/301",0.000374461177818758,0.0109241597803051,0,0,28.320230105465,223.447250596736,"ORM1;ARG1;HP"
"Benzocaine-1100 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/302",0.000378118382965289,0.0109241597803051,0,0,28.2240802675585,222.414310865971,"ORM1;ARG1;HP"
"Testosterone-375 mg/kg in CMC-Rat-Liver-5d-up","3/302",0.000378118382965289,0.0109241597803051,0,0,28.2240802675585,222.414310865971,"ORM1;ARG1;HP"
"Tranilast-1100 mg/kg in CMC-Rat-Liver-1d-up","3/302",0.000378118382965289,0.0109241597803051,0,0,28.2240802675585,222.414310865971,"ORM1;ARG1;HP"
"Amlodipine-0.2 mg/kg in Corn Oil-Rat-Liver-1d-up","3/303",0.000381798661447115,0.0109241597803051,0,0,28.1285714285714,221.389216763271,"ORM1;ARG1;HP"
"Amoxapine-313 mg/kg in CMC-Rat-Liver-1d-up","3/303",0.000381798661447115,0.0109241597803051,0,0,28.1285714285714,221.389216763271,"ORM1;ARG1;HP"
"Mitomycin C-1.7 mg/kg in Saline-Rat-Liver-5d-up","3/303",0.000381798661447115,0.0109241597803051,0,0,28.1285714285714,221.389216763271,"ORM1;ARG1;HP"
"Sodium Arsenite-10 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/303",0.000381798661447115,0.0109241597803051,0,0,28.1285714285714,221.389216763271,"ORM1;HP;PGLYRP1"
"Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","3/303",0.000381798661447115,0.0109241597803051,0,0,28.1285714285714,221.389216763271,"ORM1;HP;PGLYRP1"
"Leflunomide-60 mg/kg in Corn Oil-Rat-Liver-5d-up","3/304",0.000385502077172153,0.0109241597803051,0,0,28.0336971998102,220.371883822006,"ORM1;ARG1;HP"
"Neomycin-877 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/304",0.000385502077172153,0.0109241597803051,0,0,28.0336971998102,220.371883822006,"ORM1;ARG1;HP"
"Benoxaprofen-89 mg/kg in CMC-Rat-Liver-5d-up","3/305",0.000389228694175621,0.0109241597803051,0,0,27.9394512771996,219.362228740937,"ORM1;ARG1;HP"
"Catechol-40 mg/kg in Saline-Rat-Liver-0.25d-up","3/305",0.000389228694175621,0.0109241597803051,0,0,27.9394512771996,219.362228740937,"ORM1;ARG1;HP"
"Phenothiazine-36 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/305",0.000389228694175621,0.0109241597803051,0,0,27.9394512771996,219.362228740937,"ORM1;ARG1;HP"
"Trichloroacetic Acid-474 mg/kg in Corn Oil-Rat-Liver-1d-up","3/305",0.000389228694175621,0.0109241597803051,0,0,27.9394512771996,219.362228740937,"ORM1;ARG1;HP"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;HP;PGLYRP1"
"Chlorpromazine-73 mg/kg in Water-Rat-Liver-1d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Clobetasol Propionate-17 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;HP;PGLYRP1"
"Deferiprone-500 mg/kg in Water-Rat-Liver-1d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Dexamethasone-1 mg/kg in Corn Oil-Rat-Liver-1d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Digoxin-11 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Propylene Glycol-2000 mg/kg in Water-Rat-Liver-3d-dn","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Safrole-488 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Zomepirac-11 mg/kg in Saline-Rat-Liver-3d-dn","3/306",0.000392978576254073,0.0109241597803051,0,0,27.8458274398868,218.360169390829,"ORM1;ARG1;HP"
"Cetraxate-1503 mg/kg in CMC-Rat-Liver-1d-up","3/307",0.000396751787253758,0.0109241597803051,0,0,27.7528195488722,217.365624773666,"ORM1;ARG1;HP"
"Hydrocortisone-56 mg/kg in Corn Oil-Rat-Liver-3d-up","3/307",0.000396751787253758,0.0109241597803051,0,0,27.7528195488722,217.365624773666,"ORM1;ARG1;HP"
"Methyl Methanesulfonate-113 mg/kg in Water-Rat-Bone marrow-3d-up","3/307",0.000396751787253758,0.0109241597803051,0,0,27.7528195488722,217.365624773666,"ORM1;HP;PGLYRP1"
"Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","3/308",0.000400548390794828,0.0109241597803051,0,0,27.6604215456674,216.378515022815,"ORM1;HP;PGLYRP1"
"Fluconazole-10 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/308",0.000400548390794828,0.0109241597803051,0,0,27.6604215456674,216.378515022815,"ORM1;ARG1;HP"
"Leflunomide-60 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/308",0.000400548390794828,0.0109241597803051,0,0,27.6604215456674,216.378515022815,"ORM1;HP;PGLYRP1"
"Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/308",0.000400548390794828,0.0109241597803051,0,0,27.6604215456674,216.378515022815,"ORM1;ARG1;HP"
"Thalidomide-113 mg/kg in CMC-Rat-Liver-1d-up","3/308",0.000400548390794828,0.0109241597803051,0,0,27.6604215456674,216.378515022815,"ORM1;ARG1;HP"
"Alprazolam-115 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;ARG1;HP"
"Amikacin-82 mg/kg in Saline-Rat-Bone marrow-1d-up","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;HP;PGLYRP1"
"Carmustine-4 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;HP;PGLYRP1"
"Doxorubicin-0.65 mg/kg in Saline-Rat-Liver-3d-up","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;ARG1;HP"
"Itraconazole-30 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;ARG1;HP"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/309",0.000404368450582338,0.0109241597803051,0,0,27.5686274509804,215.398761362084,"ORM1;HP;PGLYRP1"
"Acyclovir-980 mg/kg in Saline-Rat-Liver-5d-dn","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;ARG1;HP"
"Amlodipine-19 mg/kg in Corn Oil-Rat-Liver-3d-up","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;ARG1;HP"
"Ethanol-3000 mg/kg in Saline-Rat-Bone marrow-3d-dn","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;HP;PGLYRP1"
"Secobarbital-70 mg/kg in Water-Rat-Liver-3d-dn","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;ARG1;HP"
"Testosterone-375 mg/kg in CMC-Rat-Liver-3d-up","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;ARG1;HP"
"Tolazamide-1500 mg/kg in CMC-Rat-Liver-5d-up","3/310",0.000408212030172013,0.0109241597803051,0,0,27.4774313634248,214.426286103524,"ORM1;ARG1;HP"
"Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/311",0.000412079192897282,0.0109241597803051,0,0,27.386827458256,213.46101263365,"ORM1;HP;PGLYRP1"
"1-Naphthyl Isothiocyanate-60 mg/kg in Corn Oil-Rat-Liver-3d-up","3/312",0.000415970002336279,0.0109241597803051,0,0,27.2968099861304,212.502865364243,"ORM1;ARG1;HP"
"Allyl Alcohol-25 mg/kg in Saline-Rat-Liver-3d-up","3/312",0.000415970002336279,0.0109241597803051,0,0,27.2968099861304,212.502865364243,"ORM1;ARG1;HP"
"Amlodipine-19 mg/kg in Corn Oil-Rat-Liver-1d-up","3/312",0.000415970002336279,0.0109241597803051,0,0,27.2968099861304,212.502865364243,"ORM1;ARG1;HP"
"Lovastatin-450 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/312",0.000415970002336279,0.0109241597803051,0,0,27.2968099861304,212.502865364243,"ORM1;ARG1;HP"
"Mitomycin C-0.5 mg/kg in Saline-Rat-Bone marrow-1d-up","3/312",0.000415970002336279,0.0109241597803051,0,0,27.2968099861304,212.502865364243,"ORM1;HP;PGLYRP1"
"Methotrexate-0.3 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/313",0.000419884521700804,0.0109241597803051,0,0,27.2073732718894,211.551769755714,"ORM1;ARG1;HP"
"Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-1d-up","3/313",0.000419884521700804,0.0109241597803051,0,0,27.2073732718894,211.551769755714,"ORM1;HP;PGLYRP1"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/313",0.000419884521700804,0.0109241597803051,0,0,27.2073732718894,211.551769755714,"ORM1;HP;PGLYRP1"
"5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/314",0.000423822814233885,0.0109241597803051,0,0,27.118511713367,210.60765227323,"ORM1;HP;PGLYRP1"
"Azathioprine-54 mg/kg in Water-Rat-Bone marrow-3d-up","3/314",0.000423822814233885,0.0109241597803051,0,0,27.118511713367,210.60765227323,"ORM1;HP;PGLYRP1"
"Ciprofloxacin-72 mg/kg in Corn Oil-Rat-Liver-1d-up","3/315",0.0004277849431185,0.0109241597803051,0,0,27.0302197802198,209.670440376039,"ORM1;ARG1;HP"
"Cyclosporin A-350 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/315",0.0004277849431185,0.0109241597803051,0,0,27.0302197802198,209.670440376039,"ORM1;HP;PGLYRP1"
"Ethanol-3000 mg/kg in Saline-Rat-Liver-0.25d-up","3/315",0.0004277849431185,0.0109241597803051,0,0,27.0302197802198,209.670440376039,"ORM1;ARG1;HP"
"Tosufloxacin-2000 mg/kg in CMC-Rat-Liver-5d-dn","3/315",0.0004277849431185,0.0109241597803051,0,0,27.0302197802198,209.670440376039,"ORM1;ARG1;HP"
"Altretamine-13 mg/kg in Corn Oil-Rat-Liver-1d-up","3/316",0.000431770971365775,0.0109241597803051,0,0,26.9424920127796,208.74006250796,"ORM1;ARG1;HP"
"Nevirapine-200 mg/kg in Saline-Rat-Liver-0.25d-dn","3/316",0.000431770971365775,0.0109241597803051,0,0,26.9424920127796,208.74006250796,"ORM1;ARG1;HP"
"Neostigmine Bromide-40 mg/kg in Water-Rat-Liver-3d-dn","3/317",0.000435780962039181,0.0109241597803051,0,0,26.8553230209281,207.816448066967,"ORM1;ARG1;HP"
"Procarbazine-27 mg/kg in Water-Rat-Bone marrow-3d-up","3/317",0.000435780962039181,0.0109241597803051,0,0,26.8553230209281,207.816448066967,"ORM1;HP;PGLYRP1"
"Tolazamide-1500 mg/kg in CMC-Rat-Liver-1d-up","3/317",0.000435780962039181,0.0109241597803051,0,0,26.8553230209281,207.816448066967,"ORM1;ARG1;HP"
"Benzocaine-1100 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Deferiprone-500 mg/kg in Water-Rat-Liver-5d-up","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Fluvastatin-5 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Hexachlorophene-8 mg/kg in Corn Oil-Rat-Liver-5d-up","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Itraconazole-1093 mg/kg in Corn Oil-Rat-Liver-5d-up","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Liver-0.25d-up","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Sulfaphenazole-1695 mg/kg in Water-Rat-Liver-1d-dn","3/318",0.00043981497804208,0.0109241597803051,0,0,26.7687074829932,206.899527402709,"ORM1;ARG1;HP"
"Doxorubicin-3 mg/kg in Saline-Rat-Bone marrow-1d-up","3/319",0.000443873082225397,0.0109241597803051,0,0,26.6826401446655,205.989231794129,"ORM1;HP;PGLYRP1"
"Penicillamine-852 mg/kg in Water-Rat-Bone marrow-3d-up","3/319",0.000443873082225397,0.0109241597803051,0,0,26.6826401446655,205.989231794129,"ORM1;HP;PGLYRP1"
"Valproic Acid-235 mg/kg in Water-Rat-Liver-5d-up","3/319",0.000443873082225397,0.0109241597803051,0,0,26.6826401446655,205.989231794129,"ORM1;ARG1;HP"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","3/320",0.000447955337356283,0.0109241597803051,0,0,26.597115817936,205.085493436117,"ORM1;HP;PGLYRP1"
"Etoposide-100 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/320",0.000447955337356283,0.0109241597803051,0,0,26.597115817936,205.085493436117,"ORM1;HP;PGLYRP1"
"Oxymetholone-1170 mg/kg in CMC-Rat-Liver-1d-up","3/321",0.000452061806132091,0.0109241597803051,0,0,26.5121293800539,204.188245423677,"ORM1;ARG1;HP"
"Valproic Acid-850 mg/kg in Water-Rat-Bone marrow-3d-up","3/321",0.000452061806132091,0.0109241597803051,0,0,26.5121293800539,204.188245423677,"ORM1;HP;PGLYRP1"
"Artemether-74 mg/kg in Corn Oil-Rat-Liver-5d-up","3/324",0.000464527120094812,0.0109241597803051,0,0,26.260347129506,201.534787614358,"ORM1;ARG1;HP"
"Lomustine-4.2 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/324",0.000464527120094812,0.0109241597803051,0,0,26.260347129506,201.534787614358,"ORM1;ARG1;HP"
"Niacin-2625 mg/kg in Water-Rat-Liver-0.25d-dn","3/324",0.000464527120094812,0.0109241597803051,0,0,26.260347129506,201.534787614358,"ORM1;ARG1;HP"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/324",0.000464527120094812,0.0109241597803051,0,0,26.260347129506,201.534787614358,"ORM1;ARG1;HP"
