"Penicillamine-852 mg/kg in Water-Rat-Bone marrow-5d-dn","3/276",0.0332989650661208,0.604611417353615,0,0,4.50457875457875,15.3256082985196,"HAL;NUMB;PPM1F"
"NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Spleen-1d-up","3/282",0.0351538646249029,0.604611417353615,0,0,4.40636200716846,14.7525913003263,"HAL;NUMB;PPM1F"
"Fluvastatin-5 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/282",0.0351538646249029,0.604611417353615,0,0,4.40636200716846,14.7525913003263,"HAL;NUMB;PPM1F"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-1d-dn","3/283",0.0354681571313342,0.604611417353615,0,0,4.39040178571429,14.660078266911,"NCOA1;NFE2;IL18"
"Tamoxifen-32 mg/kg in Corn Oil-Rat-Liver-1d-up","3/283",0.0354681571313342,0.604611417353615,0,0,4.39040178571429,14.660078266911,"NCOA1;NFE2;P2RY2"
"Clotrimazole-178 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/285",0.0361011401693158,0.604611417353615,0,0,4.35882092198582,14.4775221949317,"HAL;P2RY2;PPM1F"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Spleen-5d-dn","3/285",0.0361011401693158,0.604611417353615,0,0,4.35882092198582,14.4775221949317,"NFE2;HAL;PPM1F"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-3d-up","3/287",0.0367399794664915,0.604611417353615,0,0,4.32768485915493,14.2981936823699,"HAL;PLCG2;PPM1F"
"Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-dn","3/287",0.0367399794664915,0.604611417353615,0,0,4.32768485915493,14.2981936823699,"HAL;NUMB;PPM1F"
"NN-Dimethylformamide-140 mg/kg in Saline-Rat-Spleen-0.25d-up","3/288",0.0370615922169696,0.604611417353615,0,0,4.31228070175439,14.209715662355,"HAL;IL18;PPM1F"
"Carbon Tetrachloride-1175 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","3/288",0.0370615922169696,0.604611417353615,0,0,4.31228070175439,14.209715662355,"NFE2;HAL;PPM1F"
"Azauridine-1500 mg/kg in CMC-Rat-Bone marrow-3d-dn","3/289",0.0373846653841063,0.604611417353615,0,0,4.29698426573427,14.1220159083634,"NFE2;HAL;PPM1F"
"Doxorubicin-0.65 mg/kg in Saline-Rat-Spleen-0.25d-up","3/289",0.0373846653841063,0.604611417353615,0,0,4.29698426573427,14.1220159083634,"NFE2;IL18;PPM1F"
"Clotrimazole-89 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/291",0.0380351879221914,0.604611417353615,0,0,4.26671006944444,13.9489143732911,"HAL;NUMB;PPM1F"
"NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Bone marrow-1d-up","3/292",0.0383626347010739,0.604611417353615,0,0,4.25173010380623,13.8634945279449,"HAL;NUMB;PPM1F"
"Ethylene Glycol-3525 mg/kg in Water-Rat-Bone marrow-1d-up","3/292",0.0383626347010739,0.604611417353615,0,0,4.25173010380623,13.8634945279449,"HAL;NUMB;PPM1F"
"Ethylene Glycol-352 mg/kg in Water-Rat-Bone marrow-3d-up","3/292",0.0383626347010739,0.604611417353615,0,0,4.25173010380623,13.8634945279449,"HAL;NUMB;PPM1F"
"Genistein-375 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/292",0.0383626347010739,0.604611417353615,0,0,4.25173010380623,13.8634945279449,"HAL;NUMB;PPM1F"
"Catechol-40 mg/kg in Saline-Rat-Bone marrow-1d-up","3/293",0.0386915367223324,0.604611417353615,0,0,4.23685344827586,13.7788168138822,"HAL;NUMB;PPM1F"
"Procarbazine-54 mg/kg in Water-Rat-Bone marrow-1d-dn","3/293",0.0386915367223324,0.604611417353615,0,0,4.23685344827586,13.7788168138822,"NFE2;HAL;PPM1F"
"Cytarabine-487 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/293",0.0386915367223324,0.604611417353615,0,0,4.23685344827586,13.7788168138822,"HAL;NUMB;PPM1F"
"1-Naphthyl Isothiocyanate-60 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","3/294",0.0390218926368266,0.604611417353615,0,0,4.22207903780069,13.6948725341593,"NFE2;HAL;PPM1F"
"Bithionol-59 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/294",0.0390218926368266,0.604611417353615,0,0,4.22207903780069,13.6948725341593,"HAL;NUMB;PPM1F"
"Catechol-40 mg/kg in Saline-Rat-Bone marrow-0.25d-up","3/294",0.0390218926368266,0.604611417353615,0,0,4.22207903780069,13.6948725341593,"HAL;NUMB;PPM1F"
"Methyl Methanesulfonate-113 mg/kg in Water-Rat-Bone marrow-5d-dn","3/295",0.0393537010777496,0.604611417353615,0,0,4.20740582191781,13.6116531211739,"HAL;NUMB;PPM1F"
"Catechol-195 mg/kg in Saline-Rat-Bone marrow-1d-up","3/295",0.0393537010777496,0.604611417353615,0,0,4.20740582191781,13.6116531211739,"HAL;NUMB;PPM1F"
"Etoposide-100 mg/kg in Corn Oil-Rat-Spleen-0.25d-dn","3/295",0.0393537010777496,0.604611417353615,0,0,4.20740582191781,13.6116531211739,"NFE2;HAL;PPM1F"
"Lomustine-4.2 mg/kg in Corn Oil-Rat-Spleen-0.25d-dn","3/296",0.0396869606522495,0.604611417353615,0,0,4.19283276450512,13.5291501352339,"NFE2;HAL;PPM1F"
"DActinomycin-0.06 mg/kg in Saline-Rat-Bone marrow-0.25d-dn","3/297",0.0400216699381675,0.604611417353615,0,0,4.17835884353742,13.4473552625771,"HAL;NUMB;PPM1F"
"Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/298",0.0403578275070857,0.604611417353615,0,0,4.16398305084746,13.3662603107024,"HAL;NUMB;PPM1F"
"Lead(IV) Acetate-600 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/299",0.040695431903583,0.604611417353615,0,0,4.14970439189189,13.2858572083819,"HAL;NUMB;PPM1F"
"Chloroform-60 mg/kg in Water-Rat-Liver-1d-up","3/299",0.040695431903583,0.604611417353615,0,0,4.14970439189189,13.2858572083819,"NUMB;CTBS;PPM1F"
"Mitotane-5000 mg/kg in Water-Rat-Bone marrow-1d-dn","3/300",0.0410344816498745,0.604611417353615,0,0,4.13552188552189,13.206138003009,"NFE2;HAL;PPM1F"
"Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/300",0.0410344816498745,0.604611417353615,0,0,4.13552188552189,13.206138003009,"HAL;NUMB;PPM1F"
"Leucovorin-1500 mg/kg in CMC-Rat-Bone marrow-3d-dn","3/301",0.0413749752450706,0.604611417353615,0,0,4.12143456375839,13.1270948585607,"NFE2;HAL;PPM1F"
"Altretamine-40 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/301",0.0413749752450706,0.604611417353615,0,0,4.12143456375839,13.1270948585607,"HAL;PLCG2;PPM1F"
"Lead (II) Acetate-600 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/302",0.0417169111752985,0.604611417353615,0,0,4.10744147157191,13.0487200525297,"HAL;NUMB;PPM1F"
"NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Spleen-3d-up","3/302",0.0417169111752985,0.604611417353615,0,0,4.10744147157191,13.0487200525297,"HAL;NUMB;PPM1F"
"Busulfan-3 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-up","3/302",0.0417169111752985,0.604611417353615,0,0,4.10744147157191,13.0487200525297,"HAL;NUMB;PPM1F"
"Tegafur-175 mg/kg in Water-Rat-Bone marrow-5d-dn","3/303",0.0420602879022479,0.604611417353615,0,0,4.09354166666667,12.9710059750682,"HAL;NUMB;PPM1F"
"Propylene Glycol-2000 mg/kg in Water-Rat-Liver-3d-dn","3/306",0.0430990471759396,0.604611417353615,0,0,4.05239273927393,12.7417536580493,"HAL;NUMB;CTBS"
"Doxorubicin-0.65 mg/kg in Saline-Rat-Spleen-3d-up","3/306",0.0430990471759396,0.604611417353615,0,0,4.05239273927393,12.7417536580493,"NCOA1;NUMB;PPM1F"
"Lomustine-8.75 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/307",0.0434481713032528,0.604611417353615,0,0,4.03885690789474,12.6666085727287,"HAL;NUMB;PPM1F"
"Nitrendipine-10 mg/kg in Corn Oil-Rat-Heart-0.25d-up","3/308",0.0437987282321503,0.604611417353615,0,0,4.02540983606557,12.5920877826057,"HAL;NUMB;PPM1F"
"Carmustine-4 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/309",0.0441507163076412,0.604611417353615,0,0,4.01205065359477,12.51818431077,"HAL;NUMB;PPM1F"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-1d-up","3/309",0.0441507163076412,0.604611417353615,0,0,4.01205065359477,12.51818431077,"HAL;NUMB;PPM1F"
"Timolol-900 mg/kg in Water-Rat-Heart-3d-up","3/309",0.0441507163076412,0.604611417353615,0,0,4.01205065359477,12.51818431077,"HAL;NUMB;PPM1F"
"Procarbazine-27 mg/kg in Water-Rat-Bone marrow-1d-dn","3/310",0.0445041338583271,0.604611417353615,0,0,3.99877850162866,12.4448912792337,"NFE2;HAL;PPM1F"
"Indomethacin-4.5 mg/kg in Water-Rat-Liver-5d-up","3/312",0.0452152505549877,0.604611417353615,0,0,3.97249190938511,12.3001095151255,"HAL;NUMB;PPM1F"
"Acyclovir-980 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/312",0.0452152505549877,0.604611417353615,0,0,3.97249190938511,12.3001095151255,"HAL;NUMB;PPM1F"
"Mitomycin C-0.5 mg/kg in Saline-Rat-Bone marrow-1d-up","3/312",0.0452152505549877,0.604611417353615,0,0,3.97249190938511,12.3001095151255,"HAL;NUMB;PPM1F"
"Famciclovir-1200 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/315",0.0462926036176295,0.604611417353615,0,0,3.93369391025641,12.0873487513356,"HAL;NUMB;PPM1F"
"Valproic Acid-850 mg/kg in Water-Rat-Bone marrow-3d-up","3/321",0.0484855734360034,0.604611417353615,0,0,3.85829402515723,11.6770843495676,"NFE2;HAL;PPM1F"
"Mitomycin C-1.7 mg/kg in Saline-Rat-Bone marrow-3d-up","3/322",0.048856007005816,0.604611417353615,0,0,3.84600313479624,11.6106140195152,"HAL;NUMB;PPM1F"
