"Etoposide-188 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/314",0.03542929333041,0.570830232950842,0,0,4.40656546773349,14.7188818279801,"STK10;SLCO2B1;NKG7"
"Lead(IV) Acetate-200 mg/kg in Saline-Rat-Spleen-0.25d-up","3/314",0.03542929333041,0.570830232950842,0,0,4.40656546773349,14.7188818279801,"STK10;SP140;NKG7"
"Cerivastatin-7 mg/kg in Corn Oil-Rat-Liver-3d-dn","3/316",0.0359991988173052,0.570830232950842,0,0,4.377962701538,14.553480142892,"NQO1;SLCO2B1;ICAM2"
"Thioguanine-24 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","3/316",0.0359991988173052,0.570830232950842,0,0,4.377962701538,14.553480142892,"STK10;SLCO2B1;NKG7"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/317",0.0362859385218263,0.570830232950842,0,0,4.36379795585839,14.4717721743706,"SP140;ICAM2;NKG7"
"N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Spleen-1d-up","3/317",0.0362859385218263,0.570830232950842,0,0,4.36379795585839,14.4717721743706,"STK10;SLCO2B1;ICAM2"
"Bithionol-333 mg/kg in Corn Oil-Rat-Spleen-5d-up","3/319",0.0368629875931496,0.570830232950842,0,0,4.3357374153665,14.3103063225866,"STK10;SP140;NKG7"
"Catechol-195 mg/kg in Saline-Rat-Spleen-1d-up","3/320",0.0371532952164853,0.570830232950842,0,0,4.32183992370332,14.2305344673839,"STK10;SLCO2B1;ICAM2"
"Famciclovir-112 mg/kg in Saline-Rat-Spleen-0.25d-up","3/321",0.0374447903833496,0.570830232950842,0,0,4.30802983764809,14.1513941701432,"STK10;SP140;NKG7"
"Mitomycin C-0.5 mg/kg in Saline-Rat-Spleen-3d-up","3/323",0.0380313396854194,0.570830232950842,0,0,4.28066860465116,13.9949813460346,"SP140;SLCO2B1;NKG7"
"Doxorubicin-3 mg/kg in Saline-Rat-Bone marrow-3d-up","3/324",0.0383263919575217,0.570830232950842,0,0,4.26711584438166,13.9176955950212,"STK10;SLCO2B1;NKG7"
"Methotrexate-27 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/325",0.038622628040738,0.570830232950842,0,0,4.25364726274736,13.8410149513885,"STK10;NQO1;SLCO2B1"
"Diphenhydramine-10.9 mg/kg in Water-Rat-Heart-5d-up","3/326",0.0389200469708001,0.570830232950842,0,0,4.24026207790338,13.7649330240913,"SLCO2B1;TIE1;ICAM2"
"Acyclovir-980 mg/kg in Saline-Rat-Bone marrow-3d-up","3/331",0.0404248494774369,0.570830232950842,0,0,4.17456040839478,13.3932863961855,"STK10;SP140;NKG7"
"Sildenafil-14.6 mg/kg in Saline-Rat-Liver-5d-up","3/331",0.0404248494774369,0.570830232950842,0,0,4.17456040839478,13.3932863961855,"NQO1;CCL22;SLCO2B1"
"Foscarnet-350 mg/kg in Saline-Rat-Bone marrow-1d-up","3/332",0.0407293443770445,0.570830232950842,0,0,4.16165971584081,13.320667278891,"STK10;SP140;ICAM2"
"Ketorolac-48 mg/kg in Water-Rat-Liver-3d-up","3/336",0.0419590699073471,0.570830232950842,0,0,4.11083176199455,13.0356968880411,"STK10;NQO1;SLCO2B1"
"Busulfan-9 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/338",0.0425809647905522,0.570830232950842,0,0,4.08587296077751,12.8964367905765,"STK10;SLCO2B1;NKG7"
"Podophyllotoxin-4 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/346",0.0451152098768773,0.570830232950842,0,0,3.98894840328158,12.3598995974799,"STK10;ICAM2;NKG7"
