"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"2378-Tetrachlorodibenzo-P-Dioxin-0.0007 mg/kg in CMC-Rat-Liver-5d-up","4/310",0.00854637980159652,0.616002117293124,0,0,5.34912854030501,25.4738740220808,"HHEX;VNN1;ASGR2;F5"
"Lead(IV) Acetate-200 mg/kg in Saline-Rat-Bone marrow-3d-up","4/350",0.0129029571581713,0.616002117293124,0,0,4.72109826589595,20.5381879169417,"NFE2;BST1;KLF7;F5"
"Cyclosporin A-70 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/276",0.0349878454481434,0.616002117293124,0,0,4.41242431038349,14.7937756863287,"HHEX;ASGR2;F5"
"Indomethacin-12 mg/kg in Water-Rat-Liver-1d-up","3/277",0.0353075666602748,0.616002117293124,0,0,4.39609712498138,14.6990452549154,"HHEX;ASGR2;F5"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/278",0.0356288130324233,0.616002117293124,0,0,4.37988868274583,14.6051794891233,"NFE2;BST1;F5"
"Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-dn","3/280",0.0362758763819407,0.616002117293124,0,0,4.3478228836661,14.4199994677501,"NFE2;BST1;F5"
"Etoposide-100 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/280",0.0362758763819407,0.616002117293124,0,0,4.3478228836661,14.4199994677501,"NFE2;BST1;F5"
"Doxycycline-1000 mg/kg in Water-Rat-Liver-1d-up","3/281",0.0366016908712086,0.616002117293124,0,0,4.33196300102775,14.3286643830522,"NFE2;ASGR2;F5"
"Hydroxyurea-59 mg/kg in Saline-Rat-Spleen-0.25d-up","3/282",0.0369290255204272,0.616002117293124,0,0,4.31621680930437,14.2381523023033,"NFE2;ASGR2;F5"
"Piclamilast-17 mg/kg in CMC-Rat-Liver-5d-up","3/284",0.0375882500843452,0.616002117293124,0,0,4.28506064347447,14.0595572517564,"HHEX;ASGR2;F5"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/285",0.0379201372976356,0.616002117293124,0,0,4.26964828484585,13.9714547203772,"NFE2;BST1;F5"
"Clofibrate-130 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/285",0.0379201372976356,0.616002117293124,0,0,4.26964828484585,13.9714547203772,"HHEX;ASGR2;F5"
"Carmustine-4 mg/kg in Corn Oil-Rat-Liver-0.25d-up","3/286",0.0382535393057599,0.616002117293124,0,0,4.25434484747963,13.8841360596499,"HHEX;ASGR2;F5"
"Diethylstilbestrol-2.8 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/286",0.0382535393057599,0.616002117293124,0,0,4.25434484747963,13.8841360596499,"NFE2;BST1;F5"
"Bisphenol A-610 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/287",0.0385884547000671,0.616002117293124,0,0,4.23914918079908,13.7975918605676,"NFE2;BST1;F5"
"Cisplatin-1.17 mg/kg in Saline-Rat-Liver-5d-dn","3/287",0.0385884547000671,0.616002117293124,0,0,4.23914918079908,13.7975918605676,"HHEX;ASGR2;F5"
"Alpha-Naphthoflavone-80 mg/kg in CMC-Rat-Liver-5d-up","3/288",0.0389248820577707,0.616002117293124,0,0,4.22406015037594,13.711812856888,"VNN1;ASGR2;F5"
"Mitomycin C-1.7 mg/kg in Saline-Rat-Liver-1d-up","3/288",0.0389248820577707,0.616002117293124,0,0,4.22406015037594,13.711812856888,"HHEX;ASGR2;F5"
"Catechol-195 mg/kg in Saline-Rat-Bone marrow-5d-up","3/290",0.0396022668078169,0.616002117293124,0,0,4.19419753964304,13.5425140789965,"BST1;PTAFR;F5"
"Carmustine-4 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/291",0.0399432212374603,0.616002117293124,0,0,4.17942176870748,13.4589764676557,"NFE2;BST1;F5"
"Fluvastatin-5 mg/kg in Corn Oil-Rat-Liver-5d-up","3/292",0.0402856816815836,0.616002117293124,0,0,4.16474825224207,13.3761683749787,"NFE2;ASGR2;F5"
"Hydroxyurea-400 mg/kg in Saline-Rat-Bone marrow-5d-dn","3/293",0.0406296465941672,0.616002117293124,0,0,4.15017593244194,13.2940812156299,"NFE2;BST1;F5"
"1-Naphthyl Isothiocyanate-30 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/294",0.0409751144122654,0.616002117293124,0,0,4.1357037660425,13.2127065322967,"NFE2;BST1;F5"
"Methotrexate-0.3 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/294",0.0409751144122654,0.616002117293124,0,0,4.1357037660425,13.2127065322967,"NFE2;BST1;F5"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","3/294",0.0409751144122654,0.616002117293124,0,0,4.1357037660425,13.2127065322967,"NFE2;BST1;F5"
"Valproic Acid-850 mg/kg in Water-Rat-Liver-0.25d-dn","3/295",0.0413220835494165,0.616002117293124,0,0,4.12133072407045,13.132035994052,"HHEX;ASGR2;F5"
"Foscarnet-350 mg/kg in Saline-Rat-Bone marrow-3d-up","3/295",0.0413220835494165,0.616002117293124,0,0,4.12133072407045,13.132035994052,"NFE2;BST1;F5"
"Niacinamide-750 mg/kg in Water-Rat-Liver-1d-up","3/296",0.0416705523910173,0.616002117293124,0,0,4.10705579159992,13.0520613945244,"HHEX;ASGR2;F5"
"Raloxifene-5 mg/kg in Corn Oil-Rat-Liver-1d-up","3/296",0.0416705523910173,0.616002117293124,0,0,4.10705579159992,13.0520613945244,"VNN1;ASGR2;F5"
"Dicumarol-5 mg/kg in Corn Oil-Rat-Liver-1d-up","3/296",0.0416705523910173,0.616002117293124,0,0,4.10705579159992,13.0520613945244,"HHEX;ASGR2;F5"
"Gemfibrozil-700 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/296",0.0416705523910173,0.616002117293124,0,0,4.10705579159992,13.0520613945244,"HHEX;ASGR2;F5"
"Bezafibrate-100 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/297",0.0420205193033213,0.616002117293124,0,0,4.09287796751354,12.972774648757,"HHEX;ASGR2;F5"
"Ibuprofen-263 mg/kg in Corn Oil-Rat-Liver-1d-up","3/298",0.0423719826376401,0.616002117293124,0,0,4.07879626426842,12.8941677906386,"VNN1;ASGR2;F5"
"Amikacin-20 mg/kg in Saline-Rat-Bone marrow-0.25d-up","3/299",0.042724940715761,0.616002117293124,0,0,4.06480970766685,12.8162329721947,"NFE2;BST1;F5"
"Lovastatin-1500 mg/kg in Corn Oil-Rat-Liver-1d-up","3/299",0.042724940715761,0.616002117293124,0,0,4.06480970766685,12.8162329721947,"NFE2;VNN1;ASGR2"
"Azauridine-1500 mg/kg in CMC-Rat-Bone marrow-5d-up","3/299",0.042724940715761,0.616002117293124,0,0,4.06480970766685,12.8162329721947,"BST1;KLF7;F5"
"Sulfisoxazole-250 mg/kg in Corn Oil-Rat-Liver-1d-up","3/299",0.042724940715761,0.616002117293124,0,0,4.06480970766685,12.8162329721947,"HHEX;ASGR2;F5"
"Fenofibrate-100 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/299",0.042724940715761,0.616002117293124,0,0,4.06480970766685,12.8162329721947,"HHEX;ASGR2;F5"
"Lomustine-4.2 mg/kg in Corn Oil-Rat-Bone marrow-1d-dn","3/300",0.0430793918335361,0.616002117293124,0,0,4.05091733663162,12.7389624611157,"NFE2;BST1;F5"
"Naloxone-76 mg/kg in Saline-Rat-Liver-3d-up","3/300",0.0430793918335361,0.616002117293124,0,0,4.05091733663162,12.7389624611157,"VNN1;ASGR2;F5"
"Isotretinoin-125 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/302",0.0437927663119226,0.616002117293124,0,0,4.02341137123746,12.5863839913229,"HHEX;ASGR2;F5"
"Ketoconazole-227 mg/kg in Corn Oil-Rat-Liver-0.25d-dn","3/304",0.0445120920711432,0.616002117293124,0,0,3.99627093362262,12.4363727454821,"HHEX;ASGR2;F5"
"Penciclovir-1200 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/304",0.0445120920711432,0.616002117293124,0,0,3.99627093362262,12.4363727454821,"BST1;UPP1;F5"
"Pioglitazone-1500 mg/kg in Corn Oil-Rat-Liver-5d-dn","3/304",0.0445120920711432,0.616002117293124,0,0,3.99627093362262,12.4363727454821,"HHEX;ASGR2;F5"
"Clarithromycin-476 mg/kg in Water-Rat-Liver-1d-up","3/304",0.0445120920711432,0.616002117293124,0,0,3.99627093362262,12.4363727454821,"VNN1;ASGR2;F5"
"Aspirin-375 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/305",0.0448739822060846,0.616002117293124,0,0,3.98283551831329,12.3623116671462,"HHEX;ASGR2;F5"
"Pemoline-70 mg/kg in CMC-Rat-Liver-1d-up","3/306",0.0452373547589881,0.616002117293124,0,0,3.96948878561326,12.2888708059911,"HHEX;ASGR2;F5"
"Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","3/309",0.046336348373947,0.616002117293124,0,0,3.92997198879552,12.0722002101855,"PTAFR;UPP1;F5"
"Venlafaxine-320 mg/kg in Water-Rat-Liver-5d-up","3/309",0.046336348373947,0.616002117293124,0,0,3.92997198879552,12.0722002101855,"HHEX;ASGR2;F5"
"Ibuprofen-263 mg/kg in Corn Oil-Rat-Liver-5d-up","3/309",0.046336348373947,0.616002117293124,0,0,3.92997198879552,12.0722002101855,"VNN1;ASGR2;F5"
"Amlodipine-19 mg/kg in Corn Oil-Rat-Liver-3d-up","3/310",0.0467056319480523,0.616002117293124,0,0,3.91697134880011,12.0011713949186,"HHEX;UPP1;ASGR2"
"Clofibrate-500 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/310",0.0467056319480523,0.616002117293124,0,0,3.91697134880011,12.0011713949186,"HHEX;ASGR2;F5"
"Famciclovir-1200 mg/kg in Saline-Rat-Bone marrow-3d-up","3/310",0.0467056319480523,0.616002117293124,0,0,3.91697134880011,12.0011713949186,"NFE2;BST1;F5"
"N-Nitrosodiethylamine-34 mg/kg in Saline-Rat-Bone marrow-3d-up","3/313",0.0478223128411664,0.616002117293124,0,0,3.87847267939434,11.7915767996776,"CDA;KLF7;F5"
"Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Liver-1d-dn","3/313",0.0478223128411664,0.616002117293124,0,0,3.87847267939434,11.7915767996776,"HHEX;ASGR2;F5"
"Allyl Alcohol-16 mg/kg in Saline-Rat-Bone marrow-0.25d-up","3/314",0.0481974766500039,0.616002117293124,0,0,3.86580484283746,11.7228545258881,"CDA;NFE2;BST1"
"Azithromycin-225 mg/kg in Water-Rat-Liver-1d-up","3/314",0.0481974766500039,0.616002117293124,0,0,3.86580484283746,11.7228545258881,"HHEX;ASGR2;F5"
"Oxymetholone-1170 mg/kg in CMC-Rat-Liver-3d-up","3/316",0.0489521975705996,0.616002117293124,0,0,3.8407120036513,11.5870863562613,"HHEX;ASGR2;F5"
"Simvastatin-15 mg/kg in Corn Oil-Rat-Liver-1d-up","3/316",0.0489521975705996,0.616002117293124,0,0,3.8407120036513,11.5870863562613,"VNN1;ASGR2;F5"
"Cetylpyridinium Bromide-119 mg/kg in Water-Rat-Liver-1d-up","3/317",0.0493317506108613,0.616002117293124,0,0,3.82828545430911,11.5200282631783,"HHEX;ASGR2;F5"
"Doxycycline-14 mg/kg in Water-Rat-Liver-1d-up","3/317",0.0493317506108613,0.616002117293124,0,0,3.82828545430911,11.5200282631783,"HHEX;ASGR2;F5"
"Naproxen-10 mg/kg in Corn Oil-Rat-Liver-1d-up","3/318",0.0497127626388523,0.616002117293124,0,0,3.81593780369291,11.4535128397151,"HHEX;ASGR2;F5"
